item_order,participantID,age,sex,list,itemID,item,is_correct,response,correctness,answeing_time,target_sentence_position,number_of_propositions,condition,plausibility,arithmetic,task,r10_equationID,r10_response,r10_rt,r20_equationID,r20_response,r20_rt,r30_equationID,r30_response,r30_rt,r40_equationID,r40_response,r40_rt,comment,r10_is_correct,r10_correctness,r20_is_correct,r20_correctness,r30_is_correct,r30_correctness,r40_is_correct,r40_correctness,eq_acc_trial,eq_n_trial
44,9631236,37,male,D,7941,101,J,F,0,5668,second,three,Passive,implausible,1digit_2addition,dual,x1041,12,1168,x1042,4,1800,x1043,11,1189,*,NA,NA,NULL,12,1,4,1,11,1,NA,NA,1,3
71,9631236,37,male,D,8362,362,J,J,1,2856,second,three,BenefactiveDoubleObjectConstruction,plausible,1digit_2addition,dual,x2745,8,1473,x2746,4,1153,x2747,9,991,*,NA,NA,NULL,8,1,4,1,9,1,NA,NA,1,3
68,9631236,37,male,D,8421,341,J,J,1,6194,second,three,BenefactiveDoubleObjectConstruction,implausible,1digit_2addition,dual,x2981,8,1038,x2982,18,2271,x2983,18,1488,*,NA,NA,NULL,8,1,18,1,18,1,NA,NA,1,3
56,9631236,37,male,D,8141,221,J,J,1,1913,third,three,DoubleObjectConstruction,implausible,1digit_2addition,dual,x1841,11,1362,x1842,8,1243,x1843,6,999,*,NA,NA,NULL,11,1,8,1,6,1,NA,NA,1,3
74,9631236,37,male,D,12401,401,F,F,1,1959,third,three,BenefactiveFor,implausible,1digit_2addition,dual,x8681,18,1125,x8682,15,1324,x8683,14,1004,*,NA,NA,NULL,18,1,15,1,14,1,NA,NA,1,3
35,9631236,37,male,D,7682,2,J,J,1,2131,first,three,Transitive,plausible,1digit_2addition,dual,x5,8,999,x6,10,2375,x7,12,1087,*,NA,NA,NULL,8,1,10,1,12,1,NA,NA,1,3
65,9631236,37,male,D,12062,302,F,F,1,4008,first,three,DativeConstruction,plausible,1digit_2addition,dual,x7305,15,1529,x7306,12,1284,x7307,9,1047,*,NA,NA,NULL,15,1,12,1,9,1,NA,NA,1,3
39,9631236,37,male,D,11642,42,F,J,0,6718,first,three,Transitive,implausible,1digit_2addition,noisy-single,x5625,NA,NA,x5626,NA,NA,x5627,NA,NA,*,NA,NA,NULL,10,NA,5,NA,8,NA,NA,NA,NA,0
73,9631236,37,male,D,8382,382,J,J,1,2749,third,three,BenefactiveDoubleObjectConstruction,plausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
36,9631236,37,male,D,7701,21,J,J,1,1307,second,three,Transitive,plausible,1digit_2addition,noisy-single,x81,NA,NA,x82,NA,NA,x83,NA,NA,*,NA,NA,NULL,6,NA,7,NA,10,NA,NA,NA,NA,0
51,9631236,37,male,D,11922,162,F,F,1,2162,third,three,DoubleObjectConstruction,implausible,1digit_2addition,noisy-single,x6745,NA,NA,x6746,NA,NA,x6747,NA,NA,*,NA,NA,NULL,12,NA,7,NA,4,NA,NA,NA,NA,0
48,9631236,37,male,D,7901,141,J,J,1,2069,third,three,Passive,plausible,1digit_2addition,noisy-single,x881,NA,NA,x882,NA,NA,x883,NA,NA,*,NA,NA,NULL,14,NA,6,NA,8,NA,NA,NA,NA,0
38,9631236,37,male,D,11641,41,F,F,1,4091,first,three,Transitive,implausible,1digit_2addition,dual,x5621,11,1087,x5622,11,1474,x5623,8,917,*,NA,NA,NULL,11,1,11,1,8,1,NA,NA,1,3
64,9631236,37,male,D,12141,301,F,F,1,6130,second,three,DativeConstruction,implausible,1digit_2addition,single,the,NA,NA,groom.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
89,9631236,37,male,D,12542,542,F,F,1,3701,first,three,ExperienerSubject,plausible,1digit_2addition,dual,x9245,7,1027,x9246,9,1876,x9247,18,1166,*,NA,NA,NULL,7,1,9,1,18,1,NA,NA,1,3
40,9631236,37,male,D,11661,61,F,F,1,1953,second,three,Transitive,implausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
58,9631236,37,male,D,8241,241,J,J,1,2935,second,three,DativeConstruction,implausible,1digit_2addition,single,the,NA,NA,ringleader.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
72,9631236,37,male,D,8381,381,J,J,1,1496,third,three,BenefactiveDoubleObjectConstruction,plausible,1digit_2addition,noisy-single,x2821,NA,NA,x2822,NA,NA,x2823,NA,NA,*,NA,NA,NULL,7,NA,3,NA,17,NA,NA,NA,NA,0
80,9631236,37,male,D,8621,461,J,J,1,1791,third,three,BenefactiveFor,implausible,1digit_2addition,dual,x3781,7,1253,x3782,18,1490,x3783,13,1045,*,NA,NA,NULL,7,1,18,1,13,1,NA,NA,1,3
97,9631236,37,male,D,8862,622,J,J,1,2713,third,three,ExperienerObject,plausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
94,9631236,37,male,D,8921,601,J,J,1,2458,third,three,ExperienerObject,implausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
43,9631236,37,male,D,11682,82,F,F,1,1971,third,three,Passive,plausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
83,9631236,37,male,D,8642,482,J,J,1,2433,first,three,ExperienerSubject,plausible,1digit_2addition,dual,x3865,13,1192,x3866,11,1330,x3867,11,1251,*,NA,NA,NULL,13,1,11,1,11,1,NA,NA,1,3
61,9631236,37,male,D,8182,262,J,J,1,1729,second,three,DativeConstruction,plausible,1digit_2addition,single,the,NA,NA,litigator.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
85,9631236,37,male,D,8662,502,J,J,1,2129,second,three,ExperienerSubject,plausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
90,9631236,37,male,D,12641,561,F,F,1,1354,third,three,ExperienerObject,plausible,1digit_2addition,noisy-single,x9641,NA,NA,x9642,NA,NA,x9643,NA,NA,*,NA,NA,NULL,8,NA,14,NA,16,NA,NA,NA,NA,0
79,9631236,37,male,D,12362,442,F,F,1,3150,first,three,BenefactiveFor,plausible,1digit_2addition,single,the,NA,NA,gymnast.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
37,9631236,37,male,D,7702,22,J,J,1,2519,second,three,Transitive,plausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
84,9631236,37,male,D,8661,501,J,J,1,3396,second,three,ExperienerSubject,plausible,1digit_2addition,noisy-single,x3941,NA,NA,x3942,NA,NA,x3943,NA,NA,*,NA,NA,NULL,9,NA,7,NA,4,NA,NA,NA,NA,0
95,9631236,37,male,D,8842,602,J,J,1,3828,second,three,ExperienerObject,plausible,1digit_2addition,dual,x4665,7,1081,x4666,12,1275,x4667,14,1193,*,NA,NA,NULL,7,1,12,1,14,1,NA,NA,1,3
70,9631236,37,male,D,8441,361,J,J,1,1526,third,three,BenefactiveDoubleObjectConstruction,implausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
39,47384731,58,female,E,11642,42,F,J,0,3198,first,three,Transitive,implausible,1digit_2addition,dual,x5625,10,4605,x5626,5,3238,x5627,8,2445,*,NA,NA,NULL,10,1,5,1,8,1,NA,NA,1,3
37,47384731,58,female,E,7702,22,J,J,1,2973,second,three,Transitive,plausible,1digit_2addition,noisy-single,x85,NA,NA,x86,NA,NA,x87,NA,NA,*,NA,NA,NULL,11,NA,12,NA,6,NA,NA,NA,NA,0
48,47384731,58,female,E,7901,141,J,J,1,4759,third,three,Passive,plausible,1digit_2addition,dual,x881,14,3702,x882,6,2638,x883,8,2238,*,NA,NA,NULL,14,1,6,1,8,1,NA,NA,1,3
78,47384731,58,female,E,12361,441,F,F,1,6118,first,three,BenefactiveFor,plausible,1digit_2addition,dual,x8521,5,4245,x8522,14,3214,x8523,9,2287,*,NA,NA,NULL,5,1,14,1,9,1,NA,NA,1,3
61,47384731,58,female,E,8182,262,J,J,1,3727,second,three,DativeConstruction,plausible,1digit_2addition,noisy-single,x2005,NA,NA,x2006,NA,NA,x2007,NA,NA,*,NA,NA,NULL,9,NA,3,NA,10,NA,NA,NA,NA,0
59,47384731,58,female,E,8242,242,J,J,1,3414,second,three,DativeConstruction,implausible,1digit_2addition,single,the,NA,NA,coroner.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
56,47384731,58,female,E,11901,221,F,F,0,10125,second,three,DoubleObjectConstruction,plausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
47,47384731,58,female,E,7962,122,J,J,1,2550,third,three,Passive,implausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
58,47384731,58,female,E,8241,241,J,J,1,4289,second,three,DativeConstruction,implausible,1digit_2addition,noisy-single,x2241,NA,NA,x2242,NA,NA,x2243,NA,NA,*,NA,NA,NULL,3,NA,3,NA,12,NA,NA,NA,NA,0
51,47384731,58,female,E,11922,162,F,F,1,5946,third,three,DoubleObjectConstruction,implausible,1digit_2addition,dual,x6745,12,4437,x6746,7,3629,x6747,4,2774,*,NA,NA,NULL,12,1,7,1,4,1,NA,NA,1,3
80,47384731,58,female,E,12381,461,F,F,1,6066,second,three,BenefactiveFor,plausible,1digit_2addition,single,the,NA,NA,yardman.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
35,47384731,58,female,E,7762,2,J,J,1,4086,second,three,Transitive,implausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
82,47384731,58,female,E,8721,481,J,J,1,3125,second,three,ExperienerSubject,implausible,1digit_2addition,noisy-single,x4181,NA,NA,x4182,NA,NA,x4183,NA,NA,*,NA,NA,NULL,14,NA,2,NA,5,NA,NA,NA,NA,0
52,47384731,58,female,E,11941,181,F,J,0,6617,first,three,DoubleObjectConstruction,implausible,1digit_2addition,noisy-single,x6821,NA,NA,x6822,NA,NA,x6823,NA,NA,*,NA,NA,NULL,11,NA,16,NA,9,NA,NA,NA,NA,0
63,47384731,58,female,E,12122,282,F,J,0,4633,first,three,DativeConstruction,implausible,1digit_2addition,dual,x7565,9,3101,x7566,9,1869,x7567,6,3205,*,NA,NA,NULL,9,1,9,1,6,1,NA,NA,1,3
62,47384731,58,female,E,8201,281,J,J,1,2782,third,three,DativeConstruction,plausible,1digit_2addition,single,the,NA,NA,department.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
50,47384731,58,female,E,8001,161,J,J,1,4184,second,three,DoubleObjectConstruction,plausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
84,47384731,58,female,E,8661,501,J,J,1,3230,second,three,ExperienerSubject,plausible,1digit_2addition,dual,x3941,9,2149,x3942,7,2494,x3943,4,6886,*,NA,NA,NULL,9,1,7,1,4,1,NA,NA,1,3
85,47384731,58,female,E,8662,502,J,J,1,2278,second,three,ExperienerSubject,plausible,1digit_2addition,noisy-single,x3945,NA,NA,x3946,NA,NA,x3947,NA,NA,*,NA,NA,NULL,16,NA,18,NA,10,NA,NA,NA,NA,0
95,47384731,58,female,E,8922,602,J,J,1,2997,third,three,ExperienerObject,implausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
92,47384731,58,female,E,12661,581,F,F,1,4546,first,three,ExperienerObject,plausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
97,47384731,58,female,E,8862,622,J,J,1,2606,third,three,ExperienerObject,plausible,1digit_2addition,noisy-single,x4745,NA,NA,x4746,NA,NA,x4747,NA,NA,*,NA,NA,NULL,8,NA,11,NA,7,NA,NA,NA,NA,0
75,47384731,58,female,E,12402,402,F,F,1,7467,third,three,BenefactiveFor,implausible,1digit_2addition,dual,x8685,13,3622,x8686,12,2894,x8687,7,2405,*,NA,NA,NULL,13,1,12,1,7,1,NA,NA,1,3
54,47384731,58,female,E,11881,201,F,F,1,5342,first,three,DoubleObjectConstruction,plausible,1digit_2addition,dual,x6581,3,2990,x6582,12,2725,x6583,13,3118,*,NA,NA,NULL,3,1,12,1,13,1,NA,NA,1,3
72,47384731,58,female,E,8381,381,J,J,1,3473,third,three,BenefactiveDoubleObjectConstruction,plausible,1digit_2addition,dual,x2821,7,1933,x2822,3,2166,x2823,17,3365,*,NA,NA,NULL,7,1,3,1,17,1,NA,NA,1,3
41,47384731,58,female,E,11662,62,F,J,0,6040,second,three,Transitive,implausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
76,47384731,58,female,E,12421,421,F,F,0,10079,first,three,BenefactiveFor,implausible,1digit_2addition,noisy-single,x8761,NA,NA,x8762,NA,NA,x8763,NA,NA,*,NA,NA,NULL,13,NA,10,NA,13,NA,NA,NA,NA,0
64,47384731,58,female,E,12141,301,F,J,0,7520,second,three,DativeConstruction,implausible,1digit_2addition,noisy-single,x7641,NA,NA,x7642,NA,NA,x7643,NA,NA,*,NA,NA,NULL,11,NA,8,NA,10,NA,NA,NA,NA,0
65,47384731,58,female,E,12142,302,F,J,0,7145,second,three,DativeConstruction,implausible,1digit_2addition,single,the,NA,NA,emperor.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
44,47384731,58,female,E,11701,101,F,F,1,4183,first,three,Passive,plausible,1digit_2addition,single,despot,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
73,47384731,58,female,E,8382,382,J,J,1,3465,third,three,BenefactiveDoubleObjectConstruction,plausible,1digit_2addition,noisy-single,x2825,NA,NA,x2826,NA,NA,x2827,NA,NA,*,NA,NA,NULL,8,NA,12,NA,7,NA,NA,NA,NA,0
66,47384731,58,female,E,12161,321,F,J,0,2734,third,three,BenefactiveDoubleObjectConstruction,plausible,1digit_2addition,dual,x7721,7,2805,x7722,9,3278,x7723,10,3286,*,NA,NA,NULL,7,1,9,1,10,1,NA,NA,1,3
53,47384731,58,female,E,11942,182,F,J,0,7676,first,three,DoubleObjectConstruction,implausible,1digit_2addition,single,nominee,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
83,47384731,58,female,E,8722,482,J,J,1,2078,second,three,ExperienerSubject,implausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
68,47384731,58,female,E,12181,341,F,F,1,6979,first,three,BenefactiveDoubleObjectConstruction,plausible,1digit_2addition,single,composer,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
36,47384731,58,female,E,7701,21,J,J,1,4723,second,three,Transitive,plausible,1digit_2addition,dual,x81,6,2638,x82,7,2326,x83,10,3134,*,NA,NA,NULL,6,1,7,1,10,1,NA,NA,1,3
40,47384731,58,female,E,11661,61,F,J,0,3853,second,three,Transitive,implausible,1digit_2addition,noisy-single,x5701,NA,NA,x5702,NA,NA,x5703,NA,NA,*,NA,NA,NULL,10,NA,9,NA,16,NA,NA,NA,NA,0
57,47384731,58,female,E,8142,222,J,J,1,2270,third,three,DoubleObjectConstruction,implausible,1digit_2addition,dual,x1845,7,2493,x1846,11,2750,x1847,16,3830,*,NA,NA,NULL,7,1,11,1,12,0,NA,NA,0.666666667,3
79,47384731,58,female,E,12362,442,F,F,1,4526,first,three,BenefactiveFor,plausible,1digit_2addition,noisy-single,x8525,NA,NA,x8526,NA,NA,x8527,NA,NA,*,NA,NA,NULL,6,NA,9,NA,8,NA,NA,NA,NA,0
38,47384731,58,female,E,7721,41,J,J,1,2438,third,three,Transitive,plausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
81,47384731,58,female,E,8622,462,J,J,1,2886,third,three,BenefactiveFor,implausible,1digit_2addition,dual,x3785,6,2582,x3786,4,2398,x3787,18,3350,*,NA,NA,NULL,6,1,4,1,18,1,NA,NA,1,3
90,47384731,58,female,E,12641,561,F,F,1,5485,third,three,ExperienerObject,plausible,1digit_2addition,dual,x9641,8,2398,x9642,14,3158,x9643,16,3189,*,NA,NA,NULL,8,1,14,1,16,1,NA,NA,1,3
43,47384731,58,female,E,11682,82,F,F,1,3928,third,three,Passive,plausible,1digit_2addition,noisy-single,x5785,NA,NA,x5786,NA,NA,x5787,NA,NA,*,NA,NA,NULL,10,NA,9,NA,12,NA,NA,NA,NA,0
49,47384731,58,female,E,7902,142,J,J,1,2085,third,three,Passive,plausible,1digit_2addition,noisy-single,x885,NA,NA,x886,NA,NA,x887,NA,NA,*,NA,NA,NULL,8,NA,10,NA,11,NA,NA,NA,NA,0
93,47384731,58,female,E,8902,582,J,F,0,4318,second,three,ExperienerObject,implausible,1digit_2addition,dual,x4905,8,2214,x4906,3,2142,x4907,15,2960,*,NA,NA,NULL,8,1,3,1,15,1,NA,NA,1,3
70,47384731,58,female,E,8441,361,J,J,1,4517,third,three,BenefactiveDoubleObjectConstruction,implausible,1digit_2addition,noisy-single,x3061,NA,NA,x3062,NA,NA,x3063,NA,NA,*,NA,NA,NULL,4,NA,17,NA,6,NA,NA,NA,NA,0
42,47384731,58,female,E,11681,81,F,F,1,5455,third,three,Passive,plausible,1digit_2addition,dual,x5781,13,2542,x5782,13,2846,x5783,4,2407,*,NA,NA,NULL,13,1,13,1,4,1,NA,NA,1,3
89,47384731,58,female,E,12622,542,F,J,0,3133,second,three,ExperienerSubject,implausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
86,47384731,58,female,E,8681,521,J,J,1,2005,third,three,ExperienerSubject,plausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
34,47384731,58,female,E,7761,1,J,J,1,2749,second,three,Transitive,implausible,1digit_2addition,noisy-single,x321,NA,NA,x322,NA,NA,x323,NA,NA,*,NA,NA,NULL,10,NA,11,NA,10,NA,NA,NA,NA,0
94,47384731,58,female,E,8921,601,J,J,1,2542,third,three,ExperienerObject,implausible,1digit_2addition,noisy-single,x4981,NA,NA,x4982,NA,NA,x4983,NA,NA,*,NA,NA,NULL,8,NA,16,NA,16,NA,NA,NA,NA,0
55,47384731,58,female,E,11882,202,F,J,0,4005,first,three,DoubleObjectConstruction,plausible,1digit_2addition,noisy-single,x6585,NA,NA,x6586,NA,NA,x6587,NA,NA,*,NA,NA,NULL,11,NA,7,NA,12,NA,NA,NA,NA,0
45,47384731,58,female,E,7942,102,J,J,1,3142,second,three,Passive,implausible,1digit_2addition,dual,x1045,11,2781,x1046,13,2949,x1047,17,3982,*,NA,NA,NULL,11,1,13,1,17,1,NA,NA,1,3
96,47384731,58,female,E,8861,621,J,J,1,2702,third,three,ExperienerObject,plausible,1digit_2addition,dual,x4741,14,2686,x4742,13,2854,x4743,11,2301,*,NA,NA,NULL,14,1,13,1,11,1,NA,NA,1,3
91,47384731,58,female,E,12642,562,F,F,1,2622,third,three,ExperienerObject,plausible,1digit_2addition,noisy-single,x9645,NA,NA,x9646,NA,NA,x9647,NA,NA,*,NA,NA,NULL,3,NA,14,NA,10,NA,NA,NA,NA,0
87,47384731,58,female,E,12602,522,F,F,1,4792,first,three,ExperienerSubject,implausible,1digit_2addition,dual,x9485,13,3199,x9486,7,3294,x9487,11,2398,*,NA,NA,NULL,13,1,7,1,11,1,NA,NA,1,3
60,47384731,58,female,E,8181,261,J,J,1,3021,second,three,DativeConstruction,plausible,1digit_2addition,dual,x2001,10,2470,x2002,16,3183,x2003,7,2118,*,NA,NA,NULL,10,1,16,1,7,1,NA,NA,1,3
77,47384731,58,female,E,12422,422,F,J,0,6743,first,three,BenefactiveFor,implausible,1digit_2addition,single,the,NA,NA,optimist.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
71,47384731,58,female,E,8442,362,J,J,1,3109,third,three,BenefactiveDoubleObjectConstruction,implausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
74,47384731,58,female,E,8481,401,J,J,1,2462,second,three,BenefactiveFor,plausible,1digit_2addition,single,the,NA,NA,dealer.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
46,47384731,58,female,E,7961,121,J,J,1,2102,third,three,Passive,implausible,1digit_2addition,noisy-single,x1121,NA,NA,x1122,NA,NA,x1123,NA,NA,*,NA,NA,NULL,11,NA,12,NA,7,NA,NA,NA,NA,0
88,47384731,58,female,E,12621,541,F,J,0,3015,second,three,ExperienerSubject,implausible,1digit_2addition,noisy-single,x9561,NA,NA,x9562,NA,NA,x9563,NA,NA,*,NA,NA,NULL,9,NA,11,NA,16,NA,NA,NA,NA,0
69,47384731,58,female,E,8422,342,J,J,1,2446,second,three,BenefactiveDoubleObjectConstruction,implausible,1digit_2addition,dual,x2985,10,2518,x2986,13,2486,x2987,13,2798,*,NA,NA,NULL,10,1,13,1,13,1,NA,NA,1,3
67,47384731,58,female,E,12162,322,F,F,1,2798,third,three,BenefactiveDoubleObjectConstruction,plausible,1digit_2addition,noisy-single,x7725,NA,NA,x7726,NA,NA,x7727,NA,NA,*,NA,NA,NULL,9,NA,15,NA,11,NA,NA,NA,NA,0
46,50157690,55,female,H,11721,121,F,F,1,3261,second,three,Passive,plausible,1digit_2addition,noisy-single,x5941,NA,NA,x5942,NA,NA,x5943,NA,NA,*,NA,NA,NULL,14,NA,11,NA,10,NA,NA,NA,NA,0
44,50157690,55,female,H,11781,101,F,J,0,2822,second,three,Passive,implausible,1digit_2addition,single,kicked,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
47,50157690,55,female,H,11722,122,F,J,0,5194,second,three,Passive,plausible,1digit_2addition,single,bent,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
81,50157690,55,female,H,12382,462,F,F,1,2259,second,three,BenefactiveFor,plausible,1digit_2addition,dual,x8605,235042,18366,x8606,12342,13663,x8607,65402,27279,*,NA,NA,NULL,16,0,12,0,8,0,NA,NA,0,3
43,50157690,55,female,H,11762,82,F,F,1,3199,first,three,Passive,implausible,1digit_2addition,noisy-single,x6105,NA,NA,x6106,NA,NA,x6107,NA,NA,*,NA,NA,NULL,10,NA,8,NA,15,NA,NA,NA,NA,0
60,50157690,55,female,H,8261,261,J,J,1,4067,third,three,DativeConstruction,implausible,1digit_2addition,dual,x2321,23210,13049,x2322,18176,31074,x2323,23230,11116,x2324,23240,9129,NULL,12,0,8,0,10,0,12,0,0,4
95,50157690,55,female,H,12682,602,F,F,1,2813,second,three,ExperienerObject,plausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,23240,9129,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
53,50157690,55,female,H,8022,182,J,J,1,3678,third,three,DoubleObjectConstruction,plausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,23240,9129,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
34,50157690,55,female,H,11521,1,F,F,1,3295,first,three,Transitive,plausible,1digit_2addition,noisy-single,x5141,NA,NA,x5142,NA,NA,x5143,NA,NA,*,23240,9129,NULL,10,NA,14,NA,11,NA,NA,NA,NA,0
80,50157690,55,female,H,12461,461,F,F,1,4494,third,three,BenefactiveFor,implausible,1digit_2addition,single,the,NA,NA,nuts.,NA,NA,*,NA,NA,*,23240,9129,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
91,50157690,55,female,H,12722,562,F,F,1,2605,first,three,ExperienerObject,implausible,1digit_2addition,noisy-single,x9965,NA,NA,x9966,NA,NA,x9967,NA,NA,*,23240,9129,NULL,12,NA,9,NA,14,NA,NA,NA,NA,0
90,50157690,55,female,H,12721,561,F,F,1,2494,first,three,ExperienerObject,implausible,1digit_2addition,dual,x9961,99610,11543,x9962,98534,32435,x9963,976468,38400,*,23240,9129,NULL,12,0,7,0,13,0,NA,NA,0,3
92,50157690,55,female,H,12741,581,F,J,0,6670,second,three,ExperienerObject,implausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,23240,9129,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
38,50157690,55,female,H,7801,41,J,J,1,6069,first,three,Transitive,implausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,23240,9129,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
62,50157690,55,female,H,8281,281,J,J,1,6303,first,three,DativeConstruction,implausible,1digit_2addition,single,the,NA,NA,intermediary.,NA,NA,*,NA,NA,*,23240,9129,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
86,50157690,55,female,H,8761,521,J,J,1,3824,first,three,ExperienerSubject,implausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,23240,9129,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
84,50157690,55,female,H,8741,501,J,J,1,2908,third,three,ExperienerSubject,implausible,1digit_2addition,dual,x4261,23305,30870,x4262,38438,24102,x4263,33184,22666,*,23240,9129,NULL,15,0,9,0,8,0,NA,NA,0,3
83,50157690,55,female,H,12482,482,F,J,0,1980,first,three,ExperienerSubject,plausible,1digit_2addition,single,the,NA,NA,*,NA,NA,*,NA,NA,*,23240,9129,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
77,50157690,55,female,H,8502,422,J,J,1,2035,third,three,BenefactiveFor,plausible,1digit_2addition,single,the,NA,NA,friend.,NA,NA,*,NA,NA,*,23240,9129,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
73,50157690,55,female,H,8462,382,J,F,0,4675,first,three,BenefactiveDoubleObjectConstruction,implausible,1digit_2addition,noisy-single,x3145,NA,NA,x3146,NA,NA,x3147,NA,NA,*,23240,9129,NULL,12,NA,11,NA,16,NA,NA,NA,NA,0
