item_order,participantID,age,sex,list,itemID,item,is_correct,response,correctness,answeing_time,target_sentence_position,number_of_propositions,condition,plausibility,arithmetic,task,r10_equationID,r10_response,r10_rt,r20_equationID,r20_response,r20_rt,r30_equationID,r30_response,r30_rt,r40_equationID,r40_response,r40_rt,comment,r10_is_correct,r10_correctness,r20_is_correct,r20_correctness,r30_is_correct,r30_correctness,r40_is_correct,r40_correctness,eq_acc_trial,eq_n_trial
89,9631236,37,male,D,12542,542,F,F,1,3701,first,three,ExperienerSubject,plausible,1digit_2addition,dual_task,x9245,7,1027,x9246,9,1876,x9247,18,1166,*,NA,NA,NULL,7,1,9,1,18,1,NA,NA,1,3
40,9631236,37,male,D,11661,61,F,F,1,1953,second,three,Transitive,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
58,9631236,37,male,D,8241,241,J,J,1,2935,second,three,DativeConstruction,implausible,1digit_2addition,single_task,the,NA,NA,ringleader.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
43,9631236,37,male,D,11682,82,F,F,1,1971,third,three,Passive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
83,9631236,37,male,D,8642,482,J,J,1,2433,first,three,ExperienerSubject,plausible,1digit_2addition,dual_task,x3865,13,1192,x3866,11,1330,x3867,11,1251,*,NA,NA,NULL,13,1,11,1,11,1,NA,NA,1,3
61,9631236,37,male,D,8182,262,J,J,1,1729,second,three,DativeConstruction,plausible,1digit_2addition,single_task,the,NA,NA,litigator.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
85,9631236,37,male,D,8662,502,J,J,1,2129,second,three,ExperienerSubject,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
37,9631236,37,male,D,7702,22,J,J,1,2519,second,three,Transitive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
84,9631236,37,male,D,8661,501,J,J,1,3396,second,three,ExperienerSubject,plausible,1digit_2addition,noisy_single_task,x3941,NA,NA,x3942,NA,NA,x3943,NA,NA,*,NA,NA,NULL,9,NA,7,NA,4,NA,NA,NA,NA,0
40,61274288,33,male,B,11581,61,F,J,0,6212,first,three,Transitive,plausible,1digit_2addition,noisy_single_task,x5381,NA,NA,x5382,NA,NA,x5383,NA,NA,*,NA,NA,NULL,14,NA,15,NA,15,NA,NA,NA,NA,0
89,61274288,33,male,B,12542,542,F,F,1,3222,first,three,ExperienerSubject,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
46,61274288,33,male,B,7881,121,J,J,1,1990,second,three,Passive,plausible,1digit_2addition,noisy_single_task,x801,NA,NA,x802,NA,NA,x803,NA,NA,*,NA,NA,NULL,15,NA,11,NA,4,NA,NA,NA,NA,0
42,61274288,33,male,B,7921,81,J,J,1,3493,first,three,Passive,implausible,1digit_2addition,dual_task,x961,13,2414,x962,6,1911,x963,10,2039,*,NA,NA,NULL,13,1,6,1,10,1,NA,NA,1,3
37,61274288,33,male,B,11622,22,F,F,1,4670,third,three,Transitive,implausible,1digit_2addition,noisy_single_task,x5545,NA,NA,x5546,NA,NA,x5547,NA,NA,*,NA,NA,NULL,12,NA,15,NA,6,NA,NA,NA,NA,0
49,61274288,33,male,B,11822,142,F,F,1,2167,first,three,Passive,implausible,1digit_2addition,noisy_single_task,x6345,NA,NA,x6346,NA,NA,x6347,NA,NA,*,NA,NA,NULL,9,NA,14,NA,12,NA,NA,NA,NA,0
62,61274288,33,male,B,12121,281,F,F,1,2540,first,three,DativeConstruction,implausible,1digit_2addition,single_task,the,NA,NA,patrolman.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
35,61274288,33,male,B,7682,2,J,J,1,1822,first,three,Transitive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
58,61274288,33,male,B,8161,241,J,J,1,2022,first,three,DativeConstruction,plausible,1digit_2addition,noisy_single_task,x1921,NA,NA,x1922,NA,NA,x1923,NA,NA,*,NA,NA,NULL,8,NA,8,NA,10,NA,NA,NA,NA,0
85,61274288,33,male,B,12582,502,F,F,1,2260,third,three,ExperienerSubject,implausible,1digit_2addition,noisy_single_task,x9405,NA,NA,x9406,NA,NA,x9407,NA,NA,*,NA,NA,NULL,8,NA,16,NA,8,NA,NA,NA,NA,0
88,61274288,33,male,B,12541,541,F,F,1,2403,first,three,ExperienerSubject,plausible,1digit_2addition,noisy_single_task,x9241,NA,NA,x9242,NA,NA,x9243,NA,NA,*,NA,NA,NULL,9,NA,6,NA,11,NA,NA,NA,NA,0
41,61274288,33,male,B,11582,62,F,F,1,2222,first,three,Transitive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
44,61274288,33,male,B,7941,101,J,J,1,1542,second,three,Passive,implausible,1digit_2addition,single_task,kicked,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
61,61274288,33,male,B,12102,262,F,F,1,2325,third,three,DativeConstruction,implausible,1digit_2addition,noisy_single_task,x7466,NA,NA,x7467,NA,NA,x7468,NA,NA,x7469,NA,NA,NULL,9,NA,9,NA,13,NA,5,NA,NA,0
34,61274288,33,male,B,7681,1,J,J,1,1388,first,three,Transitive,plausible,1digit_2addition,noisy_single_task,x1,NA,NA,x2,NA,NA,x3,NA,NA,*,NA,NA,NULL,8,NA,6,NA,13,NA,NA,NA,NA,0
82,61274288,33,male,B,8641,481,J,J,1,2860,first,three,ExperienerSubject,plausible,1digit_2addition,noisy_single_task,x3861,NA,NA,x3862,NA,NA,x3863,NA,NA,*,NA,NA,NULL,13,NA,10,NA,10,NA,NA,NA,NA,0
63,61274288,33,male,B,12042,282,F,F,1,3677,third,three,DativeConstruction,plausible,1digit_2addition,dual_task,x7225,6,2051,x7226,14,2552,x7227,16,1711,*,NA,NA,NULL,6,1,14,1,16,1,NA,NA,1,3
45,61274288,33,male,B,7862,102,J,J,1,2638,first,three,Passive,plausible,1digit_2addition,dual_task,x725,15,1526,x726,11,2079,x727,14,1567,*,NA,NA,NULL,15,1,11,1,14,1,NA,NA,1,3
38,61274288,33,male,B,11641,41,F,F,1,3269,first,three,Transitive,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
64,61274288,33,male,B,12061,301,F,F,1,3197,first,three,DativeConstruction,plausible,1digit_2addition,noisy_single_task,x7301,NA,NA,x7302,NA,NA,x7303,NA,NA,*,NA,NA,NULL,4,NA,18,NA,6,NA,NA,NA,NA,0
65,61274288,33,male,B,12062,302,F,F,1,2158,first,three,DativeConstruction,plausible,1digit_2addition,single_task,the,NA,NA,chemist.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
39,61274288,33,male,B,11562,42,F,F,1,2254,third,three,Transitive,plausible,1digit_2addition,dual_task,x5305,11,2701,x5306,15,1767,x5307,10,1431,*,NA,NA,NULL,11,1,15,1,10,1,NA,NA,1,3
86,61274288,33,male,B,12601,521,F,F,1,2100,first,three,ExperienerSubject,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
59,61274288,33,male,B,8162,242,J,J,1,2022,first,three,DativeConstruction,plausible,1digit_2addition,single_task,the,NA,NA,surfer.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
47,61274288,33,male,B,7882,122,J,J,1,2013,second,three,Passive,plausible,1digit_2addition,single_task,bent,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
48,61274288,33,male,B,11821,141,F,F,1,2582,first,three,Passive,implausible,1digit_2addition,dual_task,x6341,13,1135,x6342,6,1295,x6343,11,2502,*,9,4552,NULL,13,1,6,1,11,1,NA,NA,1,3
36,61274288,33,male,B,11621,21,F,F,1,2550,third,three,Transitive,implausible,1digit_2addition,dual_task,x5541,13,1381,x5542,6,2749,x5543,11,1031,*,9,4552,NULL,13,1,6,1,11,1,NA,NA,1,3
83,61274288,33,male,B,8642,482,J,J,1,3381,first,three,ExperienerSubject,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,9,4552,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
43,61274288,33,male,B,7922,82,J,J,1,1340,first,three,Passive,implausible,1digit_2addition,noisy_single_task,x965,NA,NA,x966,NA,NA,x967,NA,NA,*,9,4552,NULL,13,NA,6,NA,8,NA,NA,NA,NA,0
63,93687003,31,female,D,12122,282,F,J,0,2834,first,three,DativeConstruction,implausible,1digit_2addition,noisy_single_task,x7565,NA,NA,x7566,NA,NA,x7567,NA,NA,*,NA,NA,NULL,9,NA,9,NA,6,NA,NA,NA,NA,0
82,93687003,31,female,D,8721,481,J,J,1,2152,second,three,ExperienerSubject,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
85,93687003,31,female,D,8662,502,J,J,1,5199,second,three,ExperienerSubject,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
37,93687003,31,female,D,7702,22,J,J,1,6348,second,three,Transitive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
43,93687003,31,female,D,11682,82,F,J,0,2193,third,three,Passive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
88,93687003,31,female,D,12621,541,F,J,0,10369,second,three,ExperienerSubject,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
49,93687003,31,female,D,7902,142,J,J,1,1555,third,three,Passive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
84,93687003,31,female,D,8661,501,J,J,1,3891,second,three,ExperienerSubject,plausible,1digit_2addition,noisy_single_task,x3941,NA,NA,x3942,NA,NA,x3943,NA,NA,*,NA,NA,NULL,9,NA,7,NA,4,NA,NA,NA,NA,0
41,93687003,31,female,D,11582,62,F,F,1,4788,first,three,Transitive,plausible,1digit_2addition,dual_task,x5385,9,3257,x5386,12,2673,x5387,10,4460,*,NA,NA,NULL,9,1,12,1,10,1,NA,NA,1,3
44,93687003,31,female,D,7941,101,J,J,1,4869,second,three,Passive,implausible,1digit_2addition,dual_task,x1041,12,2071,x1042,4,1396,x1043,11,2166,*,NA,NA,NULL,12,1,4,1,11,1,NA,NA,1,3
64,93687003,31,female,D,12141,301,F,F,1,2755,second,three,DativeConstruction,implausible,1digit_2addition,single_task,the,NA,NA,groom.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
35,93687003,31,female,D,7682,2,J,J,1,2403,first,three,Transitive,plausible,1digit_2addition,dual_task,x5,8,3156,x6,10,2212,x7,12,2204,*,NA,NA,NULL,8,1,10,1,12,1,NA,NA,1,3
60,93687003,31,female,D,8181,261,J,J,1,2535,second,three,DativeConstruction,plausible,1digit_2addition,noisy_single_task,x2001,NA,NA,x2002,NA,NA,x2003,NA,NA,*,NA,NA,NULL,10,NA,16,NA,7,NA,NA,NA,NA,0
46,93687003,31,female,D,7961,121,J,J,1,2184,third,three,Passive,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
34,93687003,31,female,D,7761,1,J,J,1,2321,second,three,Transitive,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
48,93687003,31,female,D,7901,141,J,J,1,2004,third,three,Passive,plausible,1digit_2addition,noisy_single_task,x881,NA,NA,x882,NA,NA,x883,NA,NA,*,NA,NA,NULL,14,NA,6,NA,8,NA,NA,NA,NA,0
36,93687003,31,female,D,7701,21,J,J,1,1264,second,three,Transitive,plausible,1digit_2addition,noisy_single_task,x81,NA,NA,x82,NA,NA,x83,NA,NA,*,NA,NA,NULL,6,NA,7,NA,10,NA,NA,NA,NA,0
42,93687003,31,female,D,11681,81,F,F,1,5607,third,three,Passive,plausible,1digit_2addition,noisy_single_task,x5781,NA,NA,x5782,NA,NA,x5783,NA,NA,*,NA,NA,NULL,13,NA,13,NA,4,NA,NA,NA,NA,0
61,93687003,31,female,D,8182,262,J,J,1,2012,second,three,DativeConstruction,plausible,1digit_2addition,single_task,the,NA,NA,litigator.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
38,93687003,31,female,D,11641,41,F,F,1,5959,first,three,Transitive,implausible,1digit_2addition,dual_task,x5621,11,2713,x5622,11,1306,x5623,8,1888,*,NA,NA,NULL,11,1,11,1,8,1,NA,NA,1,3
45,93687003,31,female,D,7942,102,J,J,1,2137,second,three,Passive,implausible,1digit_2addition,noisy_single_task,x1045,NA,NA,x1046,NA,NA,x1047,NA,NA,*,NA,NA,NULL,11,NA,13,NA,17,NA,NA,NA,NA,0
40,93687003,31,female,D,11661,61,F,J,0,1910,second,three,Transitive,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
58,93687003,31,female,D,8241,241,J,J,1,2220,second,three,DativeConstruction,implausible,1digit_2addition,single_task,the,NA,NA,ringleader.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
83,93687003,31,female,D,8642,482,J,J,1,2073,first,three,ExperienerSubject,plausible,1digit_2addition,dual_task,x3865,13,2455,x3866,11,1569,x3867,11,1445,*,NA,NA,NULL,13,1,11,1,11,1,NA,NA,1,3
89,93687003,31,female,D,12542,542,F,F,1,3928,first,three,ExperienerSubject,plausible,1digit_2addition,dual_task,x9245,7,1908,x9246,9,1633,x9247,18,1990,*,NA,NA,NULL,7,1,9,1,18,1,NA,NA,1,3
87,93687003,31,female,D,12602,522,F,F,1,3083,first,three,ExperienerSubject,implausible,1digit_2addition,noisy_single_task,x9485,NA,NA,x9486,NA,NA,x9487,NA,NA,*,NA,NA,NULL,13,NA,7,NA,11,NA,NA,NA,NA,0
59,93687003,31,female,D,8162,242,J,J,1,3351,first,three,DativeConstruction,plausible,1digit_2addition,dual_task,x1925,14,1518,x1926,15,2516,x1927,3,1712,*,NA,NA,NULL,14,1,15,1,3,1,NA,NA,1,3
86,93687003,31,female,D,12601,521,F,F,1,3096,first,three,ExperienerSubject,implausible,1digit_2addition,dual_task,x9481,10,2085,x9482,2,1348,x9483,7,2795,*,NA,NA,NULL,10,1,2,1,7,1,NA,NA,1,3
39,93687003,31,female,D,11642,42,F,F,1,3087,first,three,Transitive,implausible,1digit_2addition,noisy_single_task,x5625,NA,NA,x5626,NA,NA,x5627,NA,NA,*,NA,NA,NULL,10,NA,5,NA,8,NA,NA,NA,NA,0
65,65635704,60,female,K,8302,302,J,J,1,5177,second,three,DativeConstruction,implausible,1digit_2addition,single_task,the,NA,NA,pastor.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
36,65635704,60,female,K,11541,21,F,F,1,6381,second,three,Transitive,plausible,1digit_2addition,dual_task,x5221,14,4296,x5222,13,3750,x5223,12,4462,*,NA,NA,NULL,14,1,13,1,12,1,NA,NA,1,3
84,65635704,60,female,K,12501,501,F,F,1,5370,second,three,ExperienerSubject,plausible,1digit_2addition,dual_task,x9081,5,3088,x9082,10,3680,x9083,10,3700,*,NA,NA,NULL,5,1,10,1,10,1,NA,NA,1,3
58,65635704,60,female,K,12081,241,F,J,0,4548,second,three,DativeConstruction,implausible,1digit_2addition,noisy_single_task,x7381,NA,NA,x7382,NA,NA,x7383,NA,NA,*,NA,NA,NULL,7,NA,2,NA,7,NA,NA,NA,NA,0
63,65635704,60,female,K,8282,282,J,F,0,5607,first,three,DativeConstruction,implausible,1digit_2addition,dual_task,x2425,7,3004,x2426,4,3088,x2427,12,3330,*,NA,NA,NULL,7,1,4,1,12,1,NA,NA,1,3
44,65635704,60,female,K,7861,101,J,J,1,4352,first,three,Passive,plausible,1digit_2addition,single_task,art,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
34,65635704,60,female,K,11601,1,F,F,1,5992,second,three,Transitive,implausible,1digit_2addition,noisy_single_task,x5461,NA,NA,x5462,NA,NA,x5463,NA,NA,*,NA,NA,NULL,8,NA,16,NA,11,NA,NA,NA,NA,0
87,65635704,60,female,K,8762,522,J,F,0,5102,first,three,ExperienerSubject,implausible,1digit_2addition,dual_task,x4345,7,3051,x4346,18,3237,x4347,11,2831,*,NA,NA,NULL,7,1,18,1,11,1,NA,NA,1,3
61,65635704,60,female,K,12022,262,F,F,1,5348,second,three,DativeConstruction,plausible,1digit_2addition,noisy_single_task,x7145,NA,NA,x7146,NA,NA,x7147,NA,NA,*,NA,NA,NULL,14,NA,13,NA,7,NA,NA,NA,NA,0
35,65635704,60,female,K,11602,2,F,F,1,6909,second,three,Transitive,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
59,65635704,60,female,K,12082,242,F,F,1,6287,second,three,DativeConstruction,implausible,1digit_2addition,single_task,the,NA,NA,protagonist.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
83,65635704,60,female,K,12562,482,F,F,1,8680,second,three,ExperienerSubject,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
64,65635704,60,female,K,8301,301,J,F,0,8483,second,three,DativeConstruction,implausible,1digit_2addition,noisy_single_task,x2501,NA,NA,x2502,NA,NA,x2503,NA,NA,*,NA,NA,NULL,6,NA,11,NA,13,NA,NA,NA,NA,0
45,65635704,60,female,K,11782,102,F,F,1,3167,second,three,Passive,implausible,1digit_2addition,dual_task,x6185,16,2597,x6186,6,4836,x6187,13,2920,*,NA,NA,NULL,16,1,6,1,13,1,NA,NA,1,3
85,65635704,60,female,K,12502,502,F,F,1,6104,second,three,ExperienerSubject,plausible,1digit_2addition,noisy_single_task,x9085,NA,NA,x9086,NA,NA,x9087,NA,NA,*,NA,NA,NULL,17,NA,12,NA,11,NA,NA,NA,NA,0
47,65635704,60,female,K,11802,122,F,F,1,5061,third,three,Passive,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
49,65635704,60,female,K,11742,142,F,F,1,2684,third,three,Passive,plausible,1digit_2addition,noisy_single_task,x6025,NA,NA,x6026,NA,NA,x6027,NA,NA,*,NA,NA,NULL,10,NA,12,NA,8,NA,NA,NA,NA,0
38,65635704,60,female,K,11561,41,F,F,1,2083,third,three,Transitive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
89,65635704,60,female,K,8782,542,J,J,1,4722,second,three,ExperienerSubject,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
41,65635704,60,female,K,7822,62,J,J,1,2853,second,three,Transitive,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
46,65635704,60,female,K,11801,121,F,F,1,5058,third,three,Passive,implausible,1digit_2addition,noisy_single_task,x6261,NA,NA,x6262,NA,NA,x6263,NA,NA,*,NA,NA,NULL,8,NA,14,NA,8,NA,NA,NA,NA,0
40,65635704,60,female,K,7821,61,J,F,0,5583,second,three,Transitive,implausible,1digit_2addition,noisy_single_task,x561,NA,NA,x562,NA,NA,x563,NA,NA,*,NA,NA,NULL,12,NA,11,NA,8,NA,NA,NA,NA,0
82,65635704,60,female,K,12561,481,F,J,0,7543,second,three,ExperienerSubject,implausible,1digit_2addition,noisy_single_task,x9321,NA,NA,x9322,NA,NA,x9323,NA,NA,*,NA,NA,NULL,7,NA,12,NA,8,NA,NA,NA,NA,0
37,65635704,60,female,K,11542,22,F,F,1,6842,second,three,Transitive,plausible,1digit_2addition,noisy_single_task,x5225,NA,NA,x5226,NA,NA,x5227,NA,NA,*,NA,NA,NULL,10,NA,12,NA,7,NA,NA,NA,NA,0
62,65635704,60,female,K,12041,281,F,J,0,2484,third,three,DativeConstruction,plausible,1digit_2addition,single_task,the,NA,NA,department.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
42,65635704,60,female,K,7841,81,J,J,1,2822,third,three,Passive,plausible,1digit_2addition,dual_task,x641,4,3109,x642,16,2365,x643,3,5622,*,NA,NA,NULL,4,1,16,1,3,1,NA,NA,1,3
86,65635704,60,female,K,12521,521,F,F,1,3283,third,three,ExperienerSubject,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
48,65635704,60,female,K,11741,141,F,F,1,6582,third,three,Passive,plausible,1digit_2addition,dual_task,x6021,5,2489,x6022,15,6885,x6023,10,2545,*,NA,NA,NULL,5,1,15,1,10,1,NA,NA,1,3
43,65635704,60,female,K,7842,82,J,J,1,2005,third,three,Passive,plausible,1digit_2addition,noisy_single_task,x645,NA,NA,x646,NA,NA,x647,NA,NA,*,NA,NA,NULL,14,NA,11,NA,9,NA,NA,NA,NA,0
88,65635704,60,female,K,8781,541,J,J,1,3316,second,three,ExperienerSubject,implausible,1digit_2addition,noisy_single_task,x4421,NA,NA,x4422,NA,NA,x4423,NA,NA,*,NA,NA,NULL,13,NA,10,NA,11,NA,NA,NA,NA,0
58,79632918,61,female,A,8161,241,J,J,1,4263,first,three,DativeConstruction,plausible,1digit_2addition,single_task,the,NA,NA,mariner.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87,79632918,61,female,A,12522,522,F,F,1,7837,third,three,ExperienerSubject,plausible,1digit_2addition,noisy_single_task,x9165,NA,NA,x9166,NA,NA,x9167,NA,NA,*,NA,NA,NULL,4,NA,16,NA,10,NA,NA,NA,NA,0
63,79632918,61,female,A,12042,282,F,F,1,7380,third,three,DativeConstruction,plausible,1digit_2addition,noisy_single_task,x7225,NA,NA,x7226,NA,NA,x7227,NA,NA,*,NA,NA,NULL,6,NA,14,NA,16,NA,NA,NA,NA,0
47,79632918,61,female,A,11802,122,F,F,1,5988,third,three,Passive,implausible,1digit_2addition,dual_task,x6265,14,4237,x6266,10,3541,x6267,6,2873,*,NA,NA,NULL,14,1,10,1,6,1,NA,NA,1,3
48,79632918,61,female,A,11821,141,F,No Response,0,1.77147E+12,first,three,Passive,implausible,1digit_2addition,noisy_single_task,x6341,NA,NA,x6342,NA,NA,x6343,NA,NA,*,NA,NA,NULL,13,NA,6,NA,11,NA,NA,NA,NA,0
85,79632918,61,female,A,12582,502,F,F,1,2492,third,three,ExperienerSubject,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
37,79632918,61,female,A,11622,22,F,F,1,2586,third,three,Transitive,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
42,79632918,61,female,A,7921,81,J,J,1,3043,first,three,Passive,implausible,1digit_2addition,noisy_single_task,x961,NA,NA,x962,NA,NA,x963,NA,NA,*,NA,NA,NULL,13,NA,6,NA,10,NA,NA,NA,NA,0
40,79632918,61,female,A,11581,61,F,F,1,2536,first,three,Transitive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
88,79632918,61,female,A,12541,541,F,F,1,4206,first,three,ExperienerSubject,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
60,79632918,61,female,A,12101,261,F,F,1,3557,third,three,DativeConstruction,implausible,1digit_2addition,noisy_single_task,x7461,NA,NA,x7462,NA,NA,x7463,NA,NA,x7464,NA,NA,NULL,11,NA,7,NA,11,NA,8,NA,NA,0
46,79632918,61,female,A,7881,121,J,J,1,3215,second,three,Passive,plausible,1digit_2addition,single_task,assembled,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
59,79632918,61,female,A,12082,242,F,F,1,4583,second,three,DativeConstruction,implausible,1digit_2addition,dual_task,x7385,10,3562,x7386,15,3324,x7387,9,2884,*,NA,NA,NULL,10,1,15,1,9,1,NA,NA,1,3
65,79632918,61,female,A,8302,302,J,J,1,3552,second,three,DativeConstruction,implausible,1digit_2addition,dual_task,x2505,13,3788,x2506,6,2538,x2507,12,3641,*,NA,NA,NULL,13,1,6,1,12,1,NA,NA,1,3
83,79632918,61,female,A,12562,482,F,F,1,3798,second,three,ExperienerSubject,implausible,1digit_2addition,dual_task,x9325,2,2308,x9326,11,2156,x9327,5,2422,*,NA,NA,NULL,2,1,11,1,5,1,NA,NA,1,3
43,79632918,61,female,A,7922,82,J,J,1,3462,first,three,Passive,implausible,1digit_2addition,single_task,leper,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
64,79632918,61,female,A,12061,301,F,F,1,3771,first,three,DativeConstruction,plausible,1digit_2addition,single_task,the,NA,NA,actuary.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
45,79632918,61,female,A,7862,102,J,J,1,3126,first,three,Passive,plausible,1digit_2addition,noisy_single_task,x725,NA,NA,x726,NA,NA,x727,NA,NA,*,NA,NA,NULL,15,NA,11,NA,14,NA,NA,NA,NA,0
