ItemID,Context,sentence_with_equations,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,plausibility
8008,The peace-lover vexed the salesman but the student fed the ducks the meal after the chancellor maddened the hippie.,The 6 peace-lover + vexed 6 the = salesman x8989 but 2 the + student 4 fed = the x8990 ducks 2 the + meal 5 after = the x8991 chancellor 2 maddened + the 1 hippie.,Did the student feed the ducks the meal?,Yes,second,three,DoubleObjectConstruction,plausible
8009,The administrator exposed the screenwriter when the coworker forwarded the client the email and the minister provoked the emperor.,The 1 administrator + exposed 5 the = screenwriter x8993 when 3 the + coworker 4 forwarded = the x8994 client 6 the + email 6 and = the x8995 minister 5 provoked + the 9 emperor.,Did the coworker forward the client the email?,Yes,second,three,DoubleObjectConstruction,plausible
8010,The defender wounded the mailman when the employee gave the sister the book but the patrolman shoved the higher-ups.,The 1 defender + wounded 4 the = mailman x8997 when 9 the + employee 6 gave = the x8998 sister 6 the + book 3 but = the x8999 patrolman 3 shoved + the 2 higher-ups.,Did the employee give the sister the book?,Yes,second,three,DoubleObjectConstruction,plausible
8011,The herder charmed the capitalist when the foundation granted the organization the funding because the dean bemused the shrink.,The 8 herder + charmed 8 the = capitalist x9001 when 9 the + foundation 9 granted = the x9002 organization 7 the + funding 4 because = the x9003 dean 8 bemused + the 3 shrink.,Did the foundation grant the organization the funding?,Yes,second,three,DoubleObjectConstruction,plausible
8012,The gambler challenged the housemaid when the waiter handed the customer the menu after the minister perplexed the healer.,The 1 gambler + challenged 2 the = housemaid x9005 when 1 the + waiter 4 handed = the x9006 customer 4 the + menu 3 after = the x9007 minister 4 perplexed + the 9 healer.,Did the waiter hand the customer the menu?,Yes,second,three,DoubleObjectConstruction,plausible
8013,The vagrant dazzled the quarterback because the teacher hauled the friend the groceries and the percussionist saluted the gallery.,The 6 vagrant + dazzled 3 the = quarterback x9009 because 3 the + teacher 6 hauled = the x9010 friend 6 the + groceries 5 and = the x9011 percussionist 2 saluted + the 8 gallery.,Did the teacher haul the friend the groceries?,Yes,second,three,DoubleObjectConstruction,plausible
8014,The academic deprecated the skier because the government issued the citizens the cards but the wizard acknowledged the user.,The 6 academic + deprecated 5 the = skier x9013 because 1 the + government 2 issued = the x9014 citizens 7 the + cards 7 but = the x9015 wizard 5 acknowledged + the 5 user.,Did the government issue the citizens the cards?,Yes,second,three,DoubleObjectConstruction,plausible
8015,The swimmer paged the neurologist because the man lent the neighbor the ladder when the bear teased the consultant.,The 7 swimmer + paged 5 the = neurologist x9017 because 4 the + man 7 lent = the x9018 neighbor 6 the + ladder 6 when = the x9019 bear 3 teased + the 4 consultant.,Did the man lend the neighbor the ladder?,Yes,second,three,DoubleObjectConstruction,plausible
8016,The pitcher beged the citizen because the landlord leased the tenant the apartment after the sentry humiliated the nominee.,The 3 pitcher + beged 4 the = citizen x9021 because 9 the + landlord 7 leased = the x9022 tenant 7 the + apartment 6 after = the x9023 sentry 1 humiliated + the 8 nominee.,Did the landlord lease the tenant the apartment?,Yes,second,three,DoubleObjectConstruction,plausible
8017,The valet fighted the trickster after the worker left the colleague the note and the art goaded the wizard.,The 8 valet + fighted 9 the = trickster x9025 after 1 the + worker 2 left = the x9026 colleague 8 the + note 6 and = the x9027 art 7 goaded + the 6 wizard.,Did the worker leave the colleague the note?,Yes,second,three,DoubleObjectConstruction,plausible
8018,The american defeated the cowboy after the friend loaned the guy the laptop but the counterfeiter quoted the sportscaster.,The 5 american + defeated 9 the = cowboy x9029 after 1 the + friend 3 loaned = the x9030 guy 1 the + laptop 6 but = the x9031 counterfeiter 2 quoted + the 3 sportscaster.,Did the friend loan the guy the laptop?,Yes,second,three,DoubleObjectConstruction,plausible
8019,The neighbor pacified the mariner after the postman mailed the recipient the package because the machinist beged the football.,The 9 neighbor + pacified 7 the = mariner x9033 after 6 the + postman 7 mailed = the x9034 recipient 4 the + package 6 because = the x9035 machinist 4 beged + the 9 football.,Did the postman mail the recipient the package?,Yes,second,three,DoubleObjectConstruction,plausible
8020,The coward mocked the partner after the clark offered the customer the discount when the parishioner belittled the professor.,The 4 coward + mocked 9 the = partner x9037 after 1 the + clark 2 offered = the x9038 customer 2 the + discount 7 when = the x9039 parishioner 1 belittled + the 1 professor.,Did the clerk offer the customer the discount?,Yes,second,three,DoubleObjectConstruction,plausible
8021,The instrumentalist observed the respondent and the cheerleader peeved the weatherman but the borrower owed the lender the money.,The 5 instrumentalist + observed 1 the = respondent x9041 and 4 the + cheerleader 3 peeved = the x9042 weatherman 7 but + the 5 borrower = owed x9043 the 7 lender + the 4 money.,Did the borrower owe the lender the money?,Yes,third,three,DoubleObjectConstruction,plausible
8022,The felon contradicted the newscaster and the parishioner beated the weightlifter when the student passed the teacher the assignment.,The 5 felon + contradicted 6 the = newscaster x9045 and 7 the + parishioner 1 beated = the x9046 weightlifter 5 when + the 9 student = passed x9047 the 6 teacher + the 3 assignment.,Did the student pass the teacher the assignment?,Yes,third,three,DoubleObjectConstruction,plausible
8023,The emperor evaluated the socialist and the dairyman intimidated the security because the customer paid the cashier the bill.,The 1 emperor + evaluated 3 the = socialist x9049 and 3 the + dairyman 3 intimidated = the x9050 security 2 because + the 2 customer = paid x9051 the 3 cashier + the 2 bill.,Did the customer pay the cashier the bill?,Yes,third,three,DoubleObjectConstruction,plausible
8024,The victim shamed the dairyman and the hippie pursued the barrister after the teacher posted the friend the letter.,The 2 victim + shamed 3 the = dairyman x9053 and 9 the + hippie 2 pursued = the x9054 barrister 3 after + the 8 teacher = posted x9055 the 5 friend + the 2 letter.,Did the teacher post the friend the letter?,Yes,third,three,DoubleObjectConstruction,plausible
8025,The novelist infuriated the contender but the consultant aggravated the plaintiff and the company promised the customer the refund.,The 8 novelist + infuriated 1 the = contender x9057 but 4 the + consultant 4 aggravated = the x9058 plaintiff 8 and + the 4 company = promised x9059 the 8 customer + the 2 refund.,Did the company promise the customer the refund?,Yes,third,three,DoubleObjectConstruction,plausible
8026,The parachutist nominated the poacher but the cowboy hosted the courier when the retailer refunded the customer the money.,The 3 parachutist + nominated 4 the = poacher x9061 but 6 the + cowboy 1 hosted = the x9062 courier 4 when + the 6 retailer = refunded x9063 the 1 customer + the 3 money.,Did the retailer refund the customer the money?,Yes,third,three,DoubleObjectConstruction,plausible
8027,The bachelor disparaged the zoologist but the pacifist repulsed the goalie because the employee relayed the manager the message.,The 7 bachelor + disparaged 3 the = zoologist x9065 but 6 the + pacifist 7 repulsed = the x9066 goalie 7 because + the 9 employee = relayed x9067 the 6 manager + the 9 message.,Did the employee relay the manager the message?,Yes,third,three,DoubleObjectConstruction,plausible
8028,The reception agitated the shopper but the teenager accused the deputy after the borrower repaid the lender the loan.,The 4 reception + agitated 4 the = shopper x9069 but 6 the + teenager 9 accused = the x9070 deputy 9 after + the 2 borrower = repaid x9071 the 5 lender + the 9 loan.,Did the borrower repay the lender the loan?,Yes,third,three,DoubleObjectConstruction,plausible
8029,The art mortified the emissary when the psychiatrist investigated the optometrist and the worker sold the customer the car.,The 3 art + mortified 3 the = emissary x9073 when 8 the + psychiatrist 5 investigated = the x9074 optometrist 9 and + the 5 worker = sold x9075 the 1 customer + the 7 car.,Did the worker sell the customer the car?,Yes,third,three,DoubleObjectConstruction,plausible
8030,The acupuncturist encountered the weaver when the choreographer mocked the crusader but the chef sent the friend the gift.,The 3 acupuncturist + encountered 4 the = weaver x9077 when 8 the + choreographer 6 mocked = the x9078 crusader 1 but + the 9 chef = sent x9079 the 4 friend + the 2 gift.,Did the chef send the friend the gift?,Yes,third,three,DoubleObjectConstruction,plausible
8031,The capitalist noted the chairman when the officer shoved the parent because the waiter served the guys the meals.,The 2 capitalist + noted 2 the = chairman x9081 when 7 the + officer 9 shoved = the x9082 parent 3 because + the 2 waiter = served x9083 the 1 guys + the 3 meals.,Did the waiter serve the guys the meals?,Yes,third,three,DoubleObjectConstruction,plausible
8032,The churchgoer scared the drug when the beautician noticed the anesthesiologist after the lady shipped the recipient the package.,The 2 churchgoer + scared 3 the = drug x9085 when 3 the + beautician 1 noticed = the x9086 anesthesiologist 5 after + the 1 lady = shipped x9087 the 6 recipient + the 3 package.,Did the lady ship the recipient the package?,Yes,third,three,DoubleObjectConstruction,plausible
8033,The percussionist perplexed the interpreter because the cardinal isolated the storyteller and the guide showed the tourists the landmarks.,The 3 percussionist + perplexed 3 the = interpreter x9089 because 6 the + cardinal 5 isolated = the x9090 storyteller 9 and + the 7 guide = showed x9091 the 4 tourists + the 3 landmarks.,Did the guide show the tourists the landmarks?,Yes,third,three,DoubleObjectConstruction,plausible
8034,The programmer buged the patron because the webmaster isolated the upholsterer but the man slipped the receptionist the slip.,The 8 programmer + buged 7 the = patron x9093 because 1 the + webmaster 8 isolated = the x9094 upholsterer 4 but + the 1 man = slipped x9095 the 5 receptionist + the 7 slip.,Did the man slip the receptionist the slip?,Yes,third,three,DoubleObjectConstruction,plausible
8035,The restaurateur paged the bassist because the shoemaker squeezed the groom when the smuggler smuggled the man the goods.,The 5 restaurateur + paged 4 the = bassist x9097 because 4 the + shoemaker 9 squeezed = the x9098 groom 6 when + the 7 smuggler = smuggled x9099 the 7 man + the 5 goods.,Did the smuggler smuggle the man the goods?,Yes,third,three,DoubleObjectConstruction,plausible
8036,The gangster outraged the zoologist because the neighbor begrudged the invalid after the boy took the mother the snack.,The 7 gangster + outraged 8 the = zoologist x9101 because 1 the + neighbor 6 begrudged = the x9102 invalid 1 after + the 8 boy = took x9103 the 6 mother + the 6 snack.,Did the boy take the mother the snack?,Yes,third,three,DoubleObjectConstruction,plausible
8037,The nobleman esteemed the polygamist after the flora accused the conductor and the teacher taught the students the concept.,The 8 nobleman + esteemed 8 the = polygamist x9105 after 2 the + flora 5 accused = the x9106 conductor 2 and + the 7 teacher = taught x9107 the 7 students + the 1 concept.,Did the teacher teach the students the concept?,Yes,third,three,DoubleObjectConstruction,plausible
8038,The co-worker healed the foreman after the dealer exasperated the maverick but the student told the friend the joke.,The 8 co-worker + healed 8 the = foreman x9109 after 5 the + dealer 8 exasperated = the x9110 maverick 5 but + the 9 student = told x9111 the 9 friend + the 5 joke.,Did the student tell the friend the joke?,Yes,third,three,DoubleObjectConstruction,plausible
8039,The renegade relieved the swindler after the novelist yelled the prince because the man traded the lady the bicycle.,The 7 renegade + relieved 8 the = swindler x9113 after 1 the + novelist 2 yelled = the x9114 prince 2 because + the 6 man = traded x9115 the 7 lady + the 5 bicycle.,Did the man trade the lady the bicycle?,Yes,third,three,DoubleObjectConstruction,plausible
8040,The russian harassed the wrestler after the envoy saluted the lunatic when the boy wrote the author the letter.,The 6 russian + harassed 7 the = wrestler x9117 after 5 the + envoy 5 saluted = the x9118 lunatic 3 when + the 1 boy = wrote x9119 the 1 author + the 2 letter.,Did the boy write the author the letter?,Yes,third,three,DoubleObjectConstruction,plausible
8041,The manager allocated the department the budget and the neurologist plagiarized the newswoman but the mariner quized the husband.,The 1 manager + allocated 4 the = department x9121 the 5 budget + and 8 the = neurologist x9122 plagiarized 1 the + newswoman 4 but = the x9123 mariner 6 quized + the 6 husband.,Did the manager allocate the department the budget?,Yes,first,three,DoubleObjectConstruction,plausible
8042,The teacher assigned the students the homework and the typesetter befuddled the intruder when the supplier plagiarized the benefactor.,The 7 teacher + assigned 3 the = students x9125 the 5 homework + and 4 the = typesetter x9126 befuddled 9 the + intruder 1 when = the x9127 supplier 1 plagiarized + the 7 benefactor.,Did the teacher assign the students the homework?,Yes,first,three,DoubleObjectConstruction,plausible
8043,The committee awarded the champion the trophy and the hippie diagnosed the fieldworker because the proctor noticed the geneticist.,The 6 committee + awarded 5 the = champion x9129 the 2 trophy + and 5 the = hippie x9130 diagnosed 3 the + fieldworker 7 because = the x9131 proctor 8 noticed + the 7 geneticist.,Did the committee award the champion the trophy?,Yes,first,three,DoubleObjectConstruction,plausible
8044,The hostess brought the guests the drinks and the chaplain presented the lithographer after the physiologist compensated the polygamist.,The 8 hostess + brought 4 the = guests x9133 the 6 drinks + and 2 the = chaplain x9134 presented 7 the + lithographer 8 after = the x9135 physiologist 1 compensated + the 3 polygamist.,Did the hostess bring the guests the drinks?,Yes,first,three,DoubleObjectConstruction,plausible
8045,The secretary emailed the client the document but the finn excused the weightlifter and the idiot evaluated the wench.,The 7 secretary + emailed 1 the = client x9137 the 5 document + but 8 the = finn x9138 excused 3 the + weightlifter 7 and = the x9139 idiot 4 evaluated + the 8 wench.,Did the secretary email the client the document?,Yes,first,three,DoubleObjectConstruction,plausible
8046,The company extended the employee the contract but the rabbi bullied the mapmaker when the commoner hosted the quarterback.,The 8 company + extended 6 the = employee x9141 the 4 contract + but 7 the = rabbi x9142 bullied 7 the + mapmaker 4 when = the x9143 commoner 1 hosted + the 9 quarterback.,Did the company extend the employee the contract?,Yes,first,three,DoubleObjectConstruction,plausible
8047,The assistant faxed the supervisor the report but the residents sighted the trespasser because the sherpa challenged the importer.,The 2 assistant + faxed 7 the = supervisor x9145 the 4 report + but 1 the = residents x9146 sighted 5 the + trespasser 7 because = the x9147 sherpa 4 challenged + the 7 importer.,Did the assistant fax the supervisor the report?,Yes,first,three,DoubleObjectConstruction,plausible
8048,The mother fed the baby the formula but the skater lauded the appraiser after the minister diagnosed the atheist.,The 7 mother + fed 9 the = baby x9149 the 4 formula + but 3 the = skater x9150 lauded 1 the + appraiser 4 after = the x9151 minister 1 diagnosed + the 7 atheist.,Did the mother feed the baby the formula?,Yes,first,three,DoubleObjectConstruction,plausible
8049,The assistant forwarded the team the message when the cowboy choked the commentator and the astronaut derided the shortstop.,The 8 assistant + forwarded 2 the = team x9153 the 2 message + when 2 the = cowboy x9154 choked 4 the + commentator 8 and = the x9155 astronaut 9 derided + the 9 shortstop.,Did the assistant forward the team the message?,Yes,first,three,DoubleObjectConstruction,plausible
8050,The philanthropist gave the charity the donation when the saxophonist commended the forester but the shopper welcomed the nobleman.,The 2 philanthropist + gave 6 the = charity x9157 the 9 donation + when 9 the = saxophonist x9158 commended 5 the + forester 8 but = the x9159 shopper 4 welcomed + the 2 nobleman.,Did the philanthropist give the charity the donation?,Yes,first,three,DoubleObjectConstruction,plausible
8051,The foundation granted the student the scholarship when the champion complimented the blonde because the understudy flustered the storekeeper.,The 7 foundation + granted 4 the = student x9161 the 5 scholarship + when 2 the = champion x9162 complimented 4 the + blonde 9 because = the x9163 understudy 5 flustered + the 9 storekeeper.,Did the foundation grant the student the scholarship?,Yes,first,three,DoubleObjectConstruction,plausible
8052,The vendor handed the customer the brochure when the optimist repulsed the sharecropper after the champion alienated the sorcerer.,The 8 vendor + handed 3 the = customer x9165 the 2 brochure + when 3 the = optimist x9166 repulsed 7 the + sharecropper 5 after = the x9167 champion 6 alienated + the 8 sorcerer.,Did the vendor hand the customer the brochure?,Yes,first,three,DoubleObjectConstruction,plausible
8053,The workers hauled the site the equipment because the culprit snubed the acrobat and the commuter welcomed the typist.,The 4 workers + hauled 9 the = site x9169 the 4 equipment + because 4 the = culprit x9170 snubed 5 the + acrobat 6 and = the x9171 commuter 1 welcomed + the 7 typist.,Did the workers haul the site the equipment?,Yes,first,three,DoubleObjectConstruction,plausible
8054,The government issued the owner the license because the sharecropper escorted the neurologist but the electrician recognized the millionnaire.,The 2 government + issued 2 the = owner x9173 the 5 license + because 2 the = sharecropper x9174 escorted 8 the + neurologist 9 but = the x9175 electrician 7 recognized + the 4 millionnaire.,Did the government issue the owner the license?,Yes,first,three,DoubleObjectConstruction,plausible
8055,The friend lent the reader the book because the treasurer charmed the fighter when the opponent strangled the mailman.,The 2 friend + lent 9 the = reader x9177 the 1 book + because 3 the = treasurer x9178 charmed 3 the + fighter 8 when = the x9179 opponent 3 strangled + the 2 mailman.,Did the friend lend the reader the book?,Yes,first,three,DoubleObjectConstruction,plausible
8056,The landlord leased the tenant the apartment because the mariner singed the sniper after the runner suspected the candidate.,The 9 landlord + leased 8 the = tenant x9181 the 7 apartment + because 2 the = mariner x9182 singed 2 the + sniper 5 after = the x9183 runner 7 suspected + the 4 candidate.,Did the landlord lease the tenant the apartment?,Yes,first,three,DoubleObjectConstruction,plausible
8057,The traveler left the waiter the tip after the shopper infuriated the midfielder and the know-it-all introduced the infantryman.,The 5 traveler + left 6 the = waiter x9185 the 5 tip + after 3 the = shopper x9186 infuriated 7 the + midfielder 5 and = the x9187 know-it-all 6 introduced + the 3 infantryman.,Did the traveler leave the waiter the tip?,Yes,first,three,DoubleObjectConstruction,plausible
8058,The bank loaned the borrower the money after the meatpacker cited the mover but the geologist distressed the informer.,The 1 bank + loaned 9 the = borrower x9189 the 9 money + after 1 the = meatpacker x9190 cited 5 the + mover 2 but = the x9191 geologist 1 distressed + the 6 informer.,Did the bank loan the borrower the money?,Yes,first,three,DoubleObjectConstruction,plausible
8059,The secretary mailed the guests the invitation after the composer rushed the obstetrician because the proctor noticed the saleslady.,The 4 secretary + mailed 8 the = guests x9193 the 4 invitation + after 4 the = composer x9194 rushed 3 the + obstetrician 2 because = the x9195 proctor 6 noticed + the 3 saleslady.,Did the secretary mail the guests the invitation?,Yes,first,three,DoubleObjectConstruction,plausible
8060,The store offered the customers the discount after the yodeler followed the respondent when the weaver sighted the running.,The 4 store + offered 6 the = customers x9197 the 2 discount + after 5 the = yodeler x9198 followed 3 the + respondent 8 when = the x9199 weaver 8 sighted + the 3 running.,Did the store offer the customers the discount?,Yes,first,three,DoubleObjectConstruction,plausible
8061,The physiologist insulted the flutist and the debtor owed the creditor the debt but the missionary deceived the steelworker.,The 5 physiologist + insulted 7 the = flutist x9201 and 4 the + debtor 9 owed = the x9202 creditor 7 the + debt 1 but = the x9203 missionary 7 deceived + the 6 steelworker.,Did the debtor owe the creditor the debt?,Yes,second,three,DoubleObjectConstruction,plausible
8062,The golfer singed the landlady and the student passed the classmate the note when the biologist interviewed the organist.,The 3 golfer + singed 6 the = landlady x9205 and 4 the + student 7 passed = the x9206 classmate 5 the + note 4 when = the x9207 biologist 7 interviewed + the 8 organist.,Did the student pass the classmate the note?,Yes,second,three,DoubleObjectConstruction,plausible
8063,The dane squeezed the cat and the customer paid the cashier the bill because the baroness smacked the envoy.,The 6 dane + squeezed 5 the = cat x9209 and 2 the + customer 5 paid = the x9210 cashier 2 the + bill 9 because = the x9211 baroness 8 smacked + the 7 envoy.,Did the customer pay the cashier the bill?,Yes,second,three,DoubleObjectConstruction,plausible
8064,The citizen exasperated the treasurer and the author posted the publisher the manuscript after the butler backed the spokesman.,The 2 citizen + exasperated 6 the = treasurer x9213 and 1 the + author 8 posted = the x9214 publisher 9 the + manuscript 1 after = the x9215 butler 8 backed + the 6 spokesman.,Did the author post the publisher the manuscript?,Yes,second,three,DoubleObjectConstruction,plausible
8065,The stuntman interviewed the acupuncturist but the manager promised the employee the promotion and the chief dazzled the toolmaker.,The 3 stuntman + interviewed 8 the = acupuncturist x9217 but 3 the + manager 2 promised = the x9218 employee 2 the + promotion 3 and = the x9219 chief 3 dazzled + the 4 toolmaker.,Did the manager promise the employee the promotion?,Yes,second,three,DoubleObjectConstruction,plausible
8066,The tenor sickened the neighbor but the seller refunded the buyer the price when the webmaster ruined the pole.,The 5 tenor + sickened 9 the = neighbor x9221 but 6 the + seller 4 refunded = the x9222 buyer 7 the + price 4 when = the x9223 webmaster 4 ruined + the 6 pole.,Did the seller refund the buyer the price?,Yes,second,three,DoubleObjectConstruction,plausible
8067,The webmaster introduced the telemarketer but the operator relayed the recipient the message because the officer flustered the choreographer.,The 7 webmaster + introduced 3 the = telemarketer x9225 but 6 the + operator 3 relayed = the x9226 recipient 8 the + message 5 because = the x9227 officer 7 flustered + the 6 choreographer.,Did the operator relay the recipient the message?,Yes,second,three,DoubleObjectConstruction,plausible
8068,The acrobat swindled the russian but the debtor repaid the lender the loan after the watchman appeased the mayor.,The 1 acrobat + swindled 6 the = russian x9229 but 9 the + debtor 2 repaid = the x9230 lender 7 the + loan 7 after = the x9231 watchman 9 appeased + the 2 mayor.,Did the debtor repay the lender the loan?,Yes,second,three,DoubleObjectConstruction,plausible
8069,The botanist dazzled the ranger when the salesperson sold the customer the product and the commissioner pacified the protagonist.,The 4 botanist + dazzled 5 the = ranger x9233 when 2 the + salesperson 4 sold = the x9234 customer 4 the + product 4 and = the x9235 commissioner 3 pacified + the 3 protagonist.,Did the salesperson sell the customer the product?,Yes,second,three,DoubleObjectConstruction,plausible
8070,The refugee hosted the merchant when the company sent the recipient the package but the biologist poked the wholesaler.,The 1 refugee + hosted 7 the = merchant x9237 when 7 the + company 6 sent = the x9238 recipient 6 the + package 1 but = the x9239 biologist 9 poked + the 9 wholesaler.,Did the company send the recipient the package?,Yes,second,three,DoubleObjectConstruction,plausible
8071,The governor framed the goalkeeper when the waiter served the diners the meal because the lunatic awaited the shoemaker.,The 5 governor + framed 2 the = goalkeeper x9241 when 9 the + waiter 7 served = the x9242 diners 1 the + meal 7 because = the x9243 lunatic 5 awaited + the 3 shoemaker.,Did the waiter serve the diners the meal?,Yes,second,three,DoubleObjectConstruction,plausible
8072,The paleontologist ruined the sharecropper when the retailer shipped the customer the order after the auctioneer repulsed the coroner.,The 9 paleontologist + ruined 5 the = sharecropper x9245 when 9 the + retailer 7 shipped = the x9246 customer 2 the + order 6 after = the x9247 auctioneer 9 repulsed + the 8 coroner.,Did the retailer ship the customer the order?,Yes,second,three,DoubleObjectConstruction,plausible
8073,The pianist shamed the missionary because the guide showed the tourists the map and the neurologist intimidated the medic.,The 4 pianist + shamed 1 the = missionary x9249 because 6 the + guide 8 showed = the x9250 tourists 1 the + map 8 and = the x9251 neurologist 2 intimidated + the 2 medic.,Did the guide show the tourists the map?,Yes,second,three,DoubleObjectConstruction,plausible
8074,The importer affronted the watchmaker because the child slipped the girl the note but the invader visited the teller.,The 6 importer + affronted 3 the = watchmaker x9253 because 8 the + child 3 slipped = the x9254 girl 5 the + note 7 but = the x9255 invader 2 visited + the 2 teller.,Did the child slip the girl the note?,Yes,second,three,DoubleObjectConstruction,plausible
8075,The soothsayer raved the chaplain because the smuggler smuggled the guy the contraband when the saleslady evaluated the bishop.,The 3 soothsayer + raved 9 the = chaplain x9257 because 4 the + smuggler 5 smuggled = the x9258 guy 1 the + contraband 3 when = the x9259 saleslady 8 evaluated + the 9 bishop.,Did the smuggler smuggle the guy the contraband?,Yes,second,three,DoubleObjectConstruction,plausible
8076,The plaintiff overcharged the polygamist because the student took the teacher the pen after the administrator outraged the shoemaker.,The 4 plaintiff + overcharged 8 the = polygamist x9261 because 4 the + student 6 took = the x9262 teacher 1 the + pen 7 after = the x9263 administrator 4 outraged + the 1 shoemaker.,Did the student take the teacher the pen?,Yes,second,three,DoubleObjectConstruction,plausible
8077,The yardman infuriated the trooper after the instructor taught the students the lesson and the intermediary rated the scout.,The 5 yardman + infuriated 4 the = trooper x9265 after 4 the + instructor 3 taught = the x9266 students 1 the + lesson 3 and = the x9267 intermediary 5 rated + the 8 scout.,Did the instructor teach the students the lesson?,Yes,second,three,DoubleObjectConstruction,plausible
8078,The pediatrician cited the spy after the friend told the audience the joke but the poser noticed the chaplain.,The 6 pediatrician + cited 5 the = spy x9269 after 9 the + friend 4 told = the x9270 audience 4 the + joke 2 but = the x9271 poser 9 noticed + the 1 chaplain.,Did the friend tell the audience the joke?,Yes,second,three,DoubleObjectConstruction,plausible
8079,The pathologist dazzled the monk after the trader traded the investor the stocks because the actuary shamed the bookbinder.,The 7 pathologist + dazzled 7 the = monk x9273 after 9 the + trader 2 traded = the x9274 investor 3 the + stocks 9 because = the x9275 actuary 9 shamed + the 2 bookbinder.,Did the trader trade the investor the stocks?,Yes,second,three,DoubleObjectConstruction,plausible
8080,The commissioner deprecated the busdriver after the author wrote the readers the book when the dwarf peeved the jockey.,The 4 commissioner + deprecated 7 the = busdriver x9277 after 5 the + author 2 wrote = the x9278 readers 1 the + book 9 when = the x9279 dwarf 1 peeved + the 2 jockey.,Did the author write the readers the book?,Yes,second,three,DoubleObjectConstruction,plausible
8081,The tenor victimized the entomologist and the mutineer raved the hypochondriac but the manager allocated the tasks the employees.,The 2 tenor + victimized 1 the = entomologist x9281 and 5 the + mutineer 7 raved = the x9282 hypochondriac 1 but + the 8 manager = allocated x9283 the 8 tasks + the 3 employees.,Did the manager allocate the tasks the employees?,Yes,third,three,DoubleObjectConstruction,implausible
8082,The clarinetist cited the merchant and the shepherd scorned the butler when the lady assigned the project the assistant.,The 9 clarinetist + cited 3 the = merchant x9285 and 2 the + shepherd 8 scorned = the x9286 butler 4 when + the 5 lady = assigned x9287 the 9 project + the 7 assistant.,Did the lady assign the project the assistant?,Yes,third,three,DoubleObjectConstruction,implausible
8083,The crusader infected the bricklayer and the peace-lover interviewed the fortune-teller because the committee awarded the trophy the athlete.,The 9 crusader + infected 1 the = bricklayer x9289 and 7 the + peace-lover 8 interviewed = the x9290 fortune-teller 2 because + the 1 committee = awarded x9291 the 8 trophy + the 8 athlete.,Did the committee award the trophy the athlete?,Yes,third,three,DoubleObjectConstruction,implausible
8084,The percussionist yelled the astronaut and the socialist befriended the patron after the boy brought the souvenir the friend.,The 3 percussionist + yelled 2 the = astronaut x9293 and 3 the + socialist 6 befriended = the x9294 patron 2 after + the 8 boy = brought x9295 the 1 souvenir + the 6 friend.,Did the boy bring the souvenir the friend?,Yes,third,three,DoubleObjectConstruction,implausible
8085,The athlete asked the hiker but the respondent antagonized the poser and the colleague emailed the agenda the team.,The 9 athlete + asked 9 the = hiker x9297 but 3 the + respondent 3 antagonized = the x9298 poser 4 and + the 7 colleague = emailed x9299 the 3 agenda + the 9 team.,Did the colleague email the agenda the team?,Yes,third,three,DoubleObjectConstruction,implausible
8086,The salesman singed the bishop but the pitcher charmed the reformer when the company extended the extension the client.,The 3 salesman + singed 9 the = bishop x9301 but 1 the + pitcher 4 charmed = the x9302 reformer 6 when + the 2 company = extended x9303 the 8 extension + the 1 client.,Did the company extend the extension the client?,Yes,third,three,DoubleObjectConstruction,implausible
8087,The forester signaled the weaver but the barrister squeezed the feminist because the secretary faxed the document the supervisor.,The 4 forester + signaled 7 the = weaver x9305 but 9 the + barrister 5 squeezed = the x9306 feminist 8 because + the 6 secretary = faxed x9307 the 5 document + the 9 supervisor.,Did the secretary fax the document the supervisor?,Yes,third,three,DoubleObjectConstruction,implausible
8088,The archivist addressed the dermatologist but the physicist backed the upholsterer after the student fed the meal the ducks.,The 7 archivist + addressed 3 the = dermatologist x9309 but 3 the + physicist 8 backed = the x9310 upholsterer 2 after + the 6 student = fed x9311 the 7 meal + the 1 ducks.,Did the student feed the meal the ducks?,Yes,third,three,DoubleObjectConstruction,implausible
8089,The toymaker encountered the newcomer when the locksmith escorted the user and the coworker forwarded the email the client.,The 6 toymaker + encountered 8 the = newcomer x9313 when 6 the + locksmith 7 escorted = the x9314 user 3 and + the 4 coworker = forwarded x9315 the 5 email + the 2 client.,Did the coworker forward the email the client?,Yes,third,three,DoubleObjectConstruction,implausible
8090,The spokesman saluted the swimmer when the informer raved the geologist but the employee gave the book the sister.,The 2 spokesman + saluted 6 the = swimmer x9317 when 9 the + informer 2 raved = the x9318 geologist 1 but + the 8 employee = gave x9319 the 5 book + the 5 sister.,Did the employee give the book the sister?,Yes,third,three,DoubleObjectConstruction,implausible
8091,The maniac saluted the soprano when the spokesman antagonized the crusader because the foundation granted the funding the organization.,The 2 maniac + saluted 6 the = soprano x9321 when 5 the + spokesman 5 antagonized = the x9322 crusader 3 because + the 5 foundation = granted x9323 the 9 funding + the 8 organization.,Did the foundation grant the funding the organization?,Yes,third,three,DoubleObjectConstruction,implausible
