ItemID,Context,Sentence_with_equations,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,Plausibility
8380,The wholesaler ruined the cobbler after the dad rolled the children the ball when the reception alerted the contender.,The 4 wholesaler + ruined 9 the = cobbler x2817 after 4 the + dad 9 rolled = the x2818 children 8 the + ball 1 when = the x2819 reception 9 alerted + the 8 contender.,Did the dad roll the children the ball?,Yes,second,three,BenefactiveDoubleObjectConstruction,plausible
8381,The carrier delighted the bassist and the oncologist challenged the archivist but the conservationist saved the squirrel the nuts.,The 2 carrier + delighted 5 the = bassist x2821 and 2 the + oncologist 1 challenged = the x2822 archivist 8 but + the 9 conservationist = saved x2823 the 8 squirrel + the 8 nuts.,Did the conservationist save the squirrel the nuts?,Yes,third,three,BenefactiveDoubleObjectConstruction,plausible
8382,The linguist investigated the telemarketer and the australian smacked the manservant when the owner secured the dog the leash.,The 5 linguist + investigated 3 the = telemarketer x2825 and 4 the + australian 8 smacked = the x2826 manservant 5 when + the 2 owner = secured x2827 the 7 dog + the 2 leash.,Did the owner secure the dog the leash?,Yes,third,three,BenefactiveDoubleObjectConstruction,plausible
8383,The hypnotist visited the gastroenterologist and the censor alienated the trooper because the host set the guests the table.,The 6 hypnotist + visited 8 the = gastroenterologist x2829 and 4 the + censor 1 alienated = the x2830 trooper 3 because + the 1 host = set x2831 the 8 guests + the 4 table.,Did the host set the guests the table?,Yes,third,three,BenefactiveDoubleObjectConstruction,plausible
8384,The equestrian poisoned the milkman and the astronaut observed the poser after the therapist shaped the patient the session.,The 7 equestrian + poisoned 1 the = milkman x2833 and 6 the + astronaut 6 observed = the x2834 poser 4 after + the 1 therapist = shaped x2835 the 9 patient + the 2 session.,Did the therapist shape the patient the session?,Yes,third,three,BenefactiveDoubleObjectConstruction,plausible
8385,The accuser wounded the hotelier but the housemaid quoted the academic and the illusionist stole the thief the moment.,The 6 accuser + wounded 8 the = hotelier x2837 but 3 the + housemaid 9 quoted = the x2838 academic 9 and + the 7 illusionist = stole x2839 the 4 thief + the 8 moment.,Did the illusionist steal the thief the moment?,Yes,third,three,BenefactiveDoubleObjectConstruction,plausible
8386,The songwriter accosted the typesetter but the goalie diagnosed the orthopedist when the guest washed the host the dishes.,The 7 songwriter + accosted 6 the = typesetter x2841 but 4 the + goalie 4 diagnosed = the x2842 orthopedist 6 when + the 4 guest = washed x2843 the 6 host + the 3 dishes.,Did the guest wash the host the dishes?,Yes,third,three,BenefactiveDoubleObjectConstruction,plausible
8387,The butler commended the lyricist but the atheist undermined the warrior because the author wrote the friend the book.,The 9 butler + commended 9 the = lyricist x2845 but 7 the + atheist 4 undermined = the x2846 warrior 4 because + the 3 author = wrote x2847 the 2 friend + the 8 book.,Did the author write the friend the book?,Yes,third,three,BenefactiveDoubleObjectConstruction,plausible
8388,The acupuncturist confronted the impostor but the interpreter chastised the feminist after the chef boiled the guests the pasta.,The 6 acupuncturist + confronted 3 the = impostor x2849 but 4 the + interpreter 8 chastised = the x2850 feminist 7 after + the 4 chef = boiled x2851 the 7 guests + the 5 pasta.,Did the chef boil the guests the pasta?,Yes,third,three,BenefactiveDoubleObjectConstruction,plausible
8389,The monk snubed the foreman when the analyst accused the mover and the architect built the couple the house.,The 5 monk + snubed 4 the = foreman x2853 when 3 the + analyst 9 accused = the x2854 mover 1 and + the 1 architect = built x2855 the 9 couple + the 3 house.,Did the architect build the couple the house?,Yes,third,three,BenefactiveDoubleObjectConstruction,plausible
8390,The co-worker accosted the excavator when the go-between escorted the neighbor but the man cashed the friend the check.,The 3 co-worker + accosted 5 the = excavator x2857 when 2 the + go-between 9 escorted = the x2858 neighbor 7 but + the 1 man = cashed x2859 the 6 friend + the 2 check.,Did the man cash the friend the check?,Yes,third,three,BenefactiveDoubleObjectConstruction,plausible
8391,The canadian invited the racketeer when the despot befriended the scoundrel because the agent chartered the tourists the yacht.,The 8 canadian + invited 8 the = racketeer x2861 when 5 the + despot 8 befriended = the x2862 scoundrel 5 because + the 5 agent = chartered x2863 the 6 tourists + the 6 yacht.,Did the agent charter the tourists the yacht?,Yes,third,three,BenefactiveDoubleObjectConstruction,plausible
8392,The stranger scorned the teenager when the nominee appeased the pole after the cleaner cleaned the parents the house.,The 7 stranger + scorned 8 the = teenager x2865 when 6 the + nominee 1 appeased = the x2866 pole 4 after + the 7 cleaner = cleaned x2867 the 3 parents + the 2 house.,Did the cleaner clean the parents the house?,Yes,third,three,BenefactiveDoubleObjectConstruction,plausible
8393,The acrobat disparaged the litigator because the wrestler rated the sponsor and the researcher compiled the team the report.,The 1 acrobat + disparaged 6 the = litigator x2869 because 7 the + wrestler 7 rated = the x2870 sponsor 1 and + the 5 researcher = compiled x2871 the 2 team + the 2 report.,Did the researcher compile the team the report?,Yes,third,three,BenefactiveDoubleObjectConstruction,plausible
8394,The hairstylist challenged the dean because the academic commended the psychopath but the chef cooked the family the meal.,The 6 hairstylist + challenged 3 the = dean x2873 because 8 the + academic 4 commended = the x2874 psychopath 1 but + the 4 chef = cooked x2875 the 3 family + the 9 meal.,Did the chef cook the family the meal?,Yes,third,three,BenefactiveDoubleObjectConstruction,plausible
8395,The dairyman lashed the dissident because the conservator asked the vagrant when the team cut the kids the fruit.,The 3 dairyman + lashed 5 the = dissident x2877 because 2 the + conservator 6 asked = the x2878 vagrant 3 when + the 2 team = cut x2879 the 9 kids + the 3 fruit.,Did the team cut the kids the fruit?,Yes,third,three,BenefactiveDoubleObjectConstruction,plausible
8396,The kleptomaniac begrudged the pastor because the socialite squeezed the appraiser after the mechanic fixed the neighbor the car.,The 7 kleptomaniac + begrudged 8 the = pastor x2881 because 6 the + socialite 9 squeezed = the x2882 appraiser 4 after + the 8 mechanic = fixed x2883 the 4 neighbor + the 4 car.,Did the mechanic fix the neighbor the car?,Yes,third,three,BenefactiveDoubleObjectConstruction,plausible
8397,The landscaper charmed the shrink after the toymaker snubed the helper and the man found the sister the book.,The 4 landscaper + charmed 7 the = shrink x2885 after 9 the + toymaker 3 snubed = the x2886 helper 6 and + the 8 man = found x2887 the 6 sister + the 1 book.,Did the man find the sister the book?,Yes,third,three,BenefactiveDoubleObjectConstruction,plausible
8398,The zoologist cursed the spy after the parachutist mentioned the miner but the girl got the cat the toy.,The 9 zoologist + cursed 4 the = spy x2889 after 6 the + parachutist 2 mentioned = the x2890 miner 2 but + the 6 girl = got x2891 the 7 cat + the 5 toy.,Did the girl get the cat the toy?,Yes,third,three,BenefactiveDoubleObjectConstruction,plausible
8399,The chancellor persuaded the obstetrician after the weatherman faced the shoemaker because the collector kept the nephew the coin.,The 3 chancellor + persuaded 6 the = obstetrician x2893 after 3 the + weatherman 6 faced = the x2894 shoemaker 7 because + the 6 collector = kept x2895 the 4 nephew + the 5 coin.,Did the collector keep the nephew the coin?,Yes,third,three,BenefactiveDoubleObjectConstruction,plausible
8400,The teenager outraged the bricklayer after the columnist cited the mobster when the decorator set the clients the table.,The 1 teenager + outraged 4 the = bricklayer x2897 after 5 the + columnist 3 cited = the x2898 mobster 3 when + the 4 decorator = set x2899 the 1 clients + the 1 table.,Did the decorator set the clients the table?,Yes,third,three,BenefactiveDoubleObjectConstruction,plausible
8401,The chef baked the cookies the child and the jock addressed the arbitrator but the housemaid advised the paleontologist.,The 2 chef + baked 7 the = cookies x2901 the 5 child + and 7 the = jock x2902 addressed 7 the + arbitrator 6 but = the x2903 housemaid 6 advised + the 8 paleontologist.,Did the chef bake the cookies the child?,Yes,first,three,BenefactiveDoubleObjectConstruction,implausible
8402,The agent booked the flight the traveler and the illustrator begrudged the foreman when the gallery befriended the newswoman.,The 1 agent + booked 5 the = flight x2905 the 6 traveler + and 1 the = illustrator x2906 begrudged 5 the + foreman 7 when = the x2907 gallery 3 befriended + the 2 newswoman.,Did the agent book the flight the traveler?,Yes,first,three,BenefactiveDoubleObjectConstruction,implausible
8403,The fisherman caught the fish the kid and the cheerleader alerted the landscaper because the shopper pacified the scoundrel.,The 9 fisherman + caught 9 the = fish x2909 the 9 kid + and 4 the = cheerleader x2910 alerted 9 the + landscaper 8 because = the x2911 shopper 6 pacified + the 1 scoundrel.,Did the fisherman catch the fish the kid?,Yes,first,three,BenefactiveDoubleObjectConstruction,implausible
8404,The aunt bought the toy the nephew and the yardman approved the typist after the foreigner commended the concierge.,The 1 aunt + bought 5 the = toy x2913 the 2 nephew + and 4 the = yardman x2914 approved 3 the + typist 2 after = the x2915 foreigner 4 commended + the 5 concierge.,Did the aunt buy the toy the nephew?,Yes,first,three,BenefactiveDoubleObjectConstruction,implausible
8405,The sculptor carved the sculpture the student but the user harassed the prima_donna and the intermediary wounded the midwife.,The 6 sculptor + carved 8 the = sculpture x2917 the 1 student + but 1 the = user x2918 harassed 4 the + prima_donna 4 and = the x2919 intermediary 7 wounded + the 3 midwife.,Did the sculptor carve the sculpture the student?,Yes,first,three,BenefactiveDoubleObjectConstruction,implausible
8406,The architect designed the kennel the dog but the matador humiliated the spokesman when the pharmacist poisoned the fugitive.,The 6 architect + designed 8 the = kennel x2921 the 7 dog + but 5 the = matador x2922 humiliated 1 the + spokesman 4 when = the x2923 pharmacist 2 poisoned + the 8 fugitive.,Did the architect design the kennel the dog?,Yes,first,three,BenefactiveDoubleObjectConstruction,implausible
8407,The technician fixed the computer the friend but the plaintiff healed the veteran because the anesthesiologist strangled the spaniard.,The 3 technician + fixed 9 the = computer x2925 the 2 friend + but 6 the = plaintiff x2926 healed 4 the + veteran 1 because = the x2927 anesthesiologist 7 strangled + the 5 spaniard.,Did the technician fix the computer the friend?,Yes,first,three,BenefactiveDoubleObjectConstruction,implausible
8408,The girl found the toy the cat but the psychiatrist dismissed the suspect after the analyst undermined the stenographer.,The 1 girl + found 5 the = toy x2929 the 7 cat + but 3 the = psychiatrist x2930 dismissed 4 the + suspect 7 after = the x2931 analyst 2 undermined + the 9 stenographer.,Did the girl find the toy the cat?,Yes,first,three,BenefactiveDoubleObjectConstruction,implausible
8409,The gardener grew the vegetables the family when the invalid approved the violinist and the sharecropper appeased the heretic.,The 3 gardener + grew 3 the = vegetables x2933 the 6 family + when 9 the = invalid x2934 approved 9 the + violinist 6 and = the x2935 sharecropper 6 appeased + the 4 heretic.,Did the gardener grow the vegetables the family?,Yes,first,three,BenefactiveDoubleObjectConstruction,implausible
8410,The tailor made the dress the sister when the hoodlum dismissed the respondent but the geneticist undermined the shopper.,The 3 tailor + made 6 the = dress x2937 the 6 sister + when 8 the = hoodlum x2938 dismissed 3 the + respondent 2 but = the x2939 geneticist 8 undermined + the 6 shopper.,Did the tailor make the dress the sister?,Yes,first,three,BenefactiveDoubleObjectConstruction,implausible
8411,The customer ordered the meal the waiter when the yodeler escorted the swindler because the columnist consulted the yachtsman.,The 9 customer + ordered 4 the = meal x2941 the 9 waiter + when 4 the = yodeler x2942 escorted 8 the + swindler 6 because = the x2943 columnist 5 consulted + the 6 yachtsman.,Did the customer order the meal the waiter?,Yes,first,three,BenefactiveDoubleObjectConstruction,implausible
8412,The artist painted the picture the niece when the psychologist bullied the telemarketer after the chemist antagonized the spy.,The 8 artist + painted 5 the = picture x2945 the 5 niece + when 7 the = psychologist x2946 bullied 7 the + telemarketer 8 after = the x2947 chemist 1 antagonized + the 9 spy.,Did the artist paint the picture the niece?,Yes,first,three,BenefactiveDoubleObjectConstruction,implausible
8413,The florist picked the flower the kid because the geophysicist replaced the feminist and the pastor vexed the poser.,The 7 florist + picked 5 the = flower x2949 the 5 kid + because 8 the = geophysicist x2950 replaced 1 the + feminist 3 and = the x2951 pastor 4 vexed + the 7 poser.,Did the florist pick the flower the kid?,Yes,first,three,BenefactiveDoubleObjectConstruction,implausible
8414,The chef prepared the meal the guest because the cabbie flustered the prince but the mariner photographed the songwriter.,The 4 chef + prepared 1 the = meal x2953 the 5 guest + because 9 the = cabbie x2954 flustered 5 the + prince 3 but = the x2955 mariner 1 photographed + the 8 songwriter.,Did the chef prepare the meal the guest?,Yes,first,three,BenefactiveDoubleObjectConstruction,implausible
8415,The landlord rented the movie the cousin because the hoodlum fighted the russian when the chaplain rejected the draftsman.,The 8 landlord + rented 4 the = movie x2957 the 5 cousin + because 3 the = hoodlum x2958 fighted 1 the + russian 5 when = the x2959 chaplain 3 rejected + the 5 draftsman.,Did the landlord rent the movie the cousin?,Yes,first,three,BenefactiveDoubleObjectConstruction,implausible
8416,The organizer reserved the seat the parent because the polygamist awakened the steward after the chief represented the saleslady.,The 7 organizer + reserved 8 the = seat x2961 the 4 parent + because 4 the = polygamist x2962 awakened 8 the + steward 3 after = the x2963 chief 7 represented + the 9 saleslady.,Did the organizer reserve the seat the parent?,Yes,first,three,BenefactiveDoubleObjectConstruction,implausible
8417,The baker rolled the dough the child after the dairyman bullied the manservant and the fieldworker consulted the character.,The 6 baker + rolled 6 the = dough x2965 the 9 child + after 6 the = dairyman x2966 bullied 1 the + manservant 1 and = the x2967 fieldworker 5 consulted + the 2 character.,Did the baker roll the dough the child?,Yes,first,three,BenefactiveDoubleObjectConstruction,implausible
8418,The conservationist saved the nest the bird after the conservator befuddled the immigrant but the dermatologist undermined the programmer.,The 2 conservationist + saved 8 the = nest x2969 the 4 bird + after 3 the = conservator x2970 befuddled 8 the + immigrant 6 but = the x2971 dermatologist 5 undermined + the 4 programmer.,Did the conservationist save the nest the bird?,Yes,first,three,BenefactiveDoubleObjectConstruction,implausible
8419,The owner secured the leash the dog after the brewer mortified the mobster because the veterinarian jinxed the leper.,The 2 owner + secured 9 the = leash x2973 the 2 dog + after 2 the = brewer x2974 mortified 7 the + mobster 4 because = the x2975 veterinarian 2 jinxed + the 3 leper.,Did the owner secure the leash the dog?,Yes,first,three,BenefactiveDoubleObjectConstruction,implausible
8420,The educator shaped the lesson the student after the teenager misinformed the ceo when the programmer evaluated the zealot.,The 7 educator + shaped 4 the = lesson x2977 the 3 student + after 3 the = teenager x2978 misinformed 2 the + ceo 6 when = the x2979 programmer 3 evaluated + the 9 zealot.,Did the educator shape the lesson the student?,Yes,first,three,BenefactiveDoubleObjectConstruction,implausible
8421,The paleontologist scared the mover and the thief stole the item the criminal but the pawnbroker humiliated the spokesman.,The 5 paleontologist + scared 3 the = mover x2981 and 9 the + thief 9 stole = the x2982 item 9 the + criminal 9 but = the x2983 pawnbroker 6 humiliated + the 5 spokesman.,Did the thief steal the item the criminal?,Yes,second,three,BenefactiveDoubleObjectConstruction,implausible
8422,The pawnbroker defeated the commentator and the roommate washed the dish the friend when the ringleader mollified the zoologist.,The 9 pawnbroker + defeated 1 the = commentator x2985 and 9 the + roommate 4 washed = the x2986 dish 5 the + friend 8 when = the x2987 ringleader 7 mollified + the 5 zoologist.,Did the roommate wash the dish the friend?,Yes,second,three,BenefactiveDoubleObjectConstruction,implausible
8423,The bodyguard esteemed the conman and the author wrote the story the child because the meatpacker poked the homeless.,The 9 bodyguard + esteemed 2 the = conman x2989 and 1 the + author 8 wrote = the x2990 story 2 the + child 1 because = the x2991 meatpacker 5 poked + the 8 homeless.,Did the author write the story the child?,Yes,second,three,BenefactiveDoubleObjectConstruction,implausible
8424,The jockey signaled the plaintiff and the coordinator arranged the accommodations the guest after the exporter mollified the welder.,The 8 jockey + signaled 7 the = plaintiff x2993 and 6 the + coordinator 7 arranged = the x2994 accommodations 9 the + guest 2 after = the x2995 exporter 1 mollified + the 9 welder.,Did the coordinator arrange the accommodations the guest?,Yes,second,three,BenefactiveDoubleObjectConstruction,implausible
8425,The branch infected the lineman but the manager assembled the presentation the team and the milkman jinxed the candidate.,The 7 branch + infected 1 the = lineman x2997 but 2 the + manager 9 assembled = the x2998 presentation 2 the + team 2 and = the x2999 milkman 1 jinxed + the 4 candidate.,Did the manager assemble the presentation the team?,Yes,second,three,BenefactiveDoubleObjectConstruction,implausible
8426,The hunter ridiculed the bullfighter but the chef grilled the burger the family when the communist mollified the ex-wife.,The 1 hunter + ridiculed 2 the = bullfighter x3001 but 2 the + chef 2 grilled = the x3002 burger 4 the + family 4 when = the x3003 communist 4 mollified + the 2 ex-wife.,Did the chef grill the burger the family?,Yes,second,three,BenefactiveDoubleObjectConstruction,implausible
8427,The saleslady inspired the racketeer but the volunteer knit the blanket the dog because the petitioner lauded the entertainer.,The 8 saleslady + inspired 2 the = racketeer x3005 but 7 the + volunteer 7 knit = the x3006 blanket 1 the + dog 8 because = the x3007 petitioner 3 lauded + the 4 entertainer.,Did the volunteer knit the dog the blanket?,Yes,second,three,BenefactiveDoubleObjectConstruction,implausible
8428,The maverick challenged the thug but the student earned the scholarship the sister after the sniper presented the foreigner.,The 1 maverick + challenged 5 the = thug x3009 but 5 the + student 4 earned = the x3010 scholarship 3 the + sister 4 after = the x3011 sniper 8 presented + the 6 foreigner.,Did the student earn the scholarship the sister?,Yes,second,three,BenefactiveDoubleObjectConstruction,implausible
8429,The censor tickled the countess when the hostess served the tea the guest and the bullfighter avoided the concierge.,The 2 censor + tickled 7 the = countess x3013 when 4 the + hostess 1 served = the x3014 tea 2 the + guest 3 and = the x3015 bullfighter 4 avoided + the 3 concierge.,Did the hostess serve the tea the guest?,Yes,second,three,BenefactiveDoubleObjectConstruction,implausible
8430,The pharmacist lauded the soprano when the teacher arranged the desks the students but the newscaster dismissed the scout.,The 4 pharmacist + lauded 2 the = soprano x3017 when 7 the + teacher 9 arranged = the x3018 desks 7 the + students 5 but = the x3019 newscaster 6 dismissed + the 3 scout.,Did the teacher arrange the desks the students?,Yes,second,three,BenefactiveDoubleObjectConstruction,implausible
8431,The treasurer rejected the geographer when the carpenter assembled the dollhouse the children because the crusader investigated the maniac.,The 6 treasurer + rejected 1 the = geographer x3021 when 9 the + carpenter 8 assembled = the x3022 dollhouse 5 the + children 3 because = the x3023 crusader 1 investigated + the 9 maniac.,Did the carpenter assemble the dollhouse the children?,Yes,second,three,BenefactiveDoubleObjectConstruction,implausible
8432,The litigator contradicted the liberal when the baker baked the cookies the friends after the jailor begrudged the deacon.,The 4 litigator + contradicted 9 the = liberal x3025 when 8 the + baker 8 baked = the x3026 cookies 1 the + friends 2 after = the x3027 jailor 8 begrudged + the 8 deacon.,Did the baker bake the cookies the friends?,Yes,second,three,BenefactiveDoubleObjectConstruction,implausible
8433,The weatherman appeased the bishop because the clerk booked the room the tourists and the protagonist sighted the mapmaker.,The 5 weatherman + appeased 6 the = bishop x3029 because 3 the + clerk 9 booked = the x3030 room 5 the + tourists 4 and = the x3031 protagonist 9 sighted + the 4 mapmaker.,Did the clerk book the room the tourists?,Yes,second,three,BenefactiveDoubleObjectConstruction,implausible
8434,The gnome ignored the envoy because the chef boiled the water the cat but the heretic blamed the geographer.,The 2 gnome + ignored 5 the = envoy x3033 because 7 the + chef 6 boiled = the x3034 water 7 the + cat 7 but = the x3035 heretic 6 blamed + the 8 geographer.,Did the chef boil the water the cat?,Yes,second,three,BenefactiveDoubleObjectConstruction,implausible
8435,The drug cheated the fanatic because the architect built the treehouse the family when the programmer hounded the deputy.,The 5 drug + cheated 4 the = fanatic x3037 because 1 the + architect 4 built = the x3038 treehouse 1 the + family 2 when = the x3039 programmer 3 hounded + the 9 deputy.,Did the architect build the treehouse the family?,Yes,second,three,BenefactiveDoubleObjectConstruction,implausible
8436,The flutist sickened the bassist because the uncle bought the toy the nephew after the communist lashed the photographer.,The 9 flutist + sickened 3 the = bassist x3041 because 6 the + uncle 5 bought = the x3042 toy 2 the + nephew 2 after = the x3043 communist 6 lashed + the 6 photographer.,Did the uncle buy the toy the nephew?,Yes,second,three,BenefactiveDoubleObjectConstruction,implausible
8437,The football delighted the caterer after the artist carved the sculpture the kids and the murderer plagiarized the sophomore.,The 7 football + delighted 4 the = caterer x3045 after 1 the + artist 9 carved = the x3046 sculpture 7 the + kids 6 and = the x3047 murderer 3 plagiarized + the 1 sophomore.,Did the artist carve the sculpture the kids?,Yes,second,three,BenefactiveDoubleObjectConstruction,implausible
8438,The fool identified the hairdresser after the cashier cashed the check the customer but the reception noted the bidder.,The 8 fool + identified 9 the = hairdresser x3049 after 2 the + cashier 5 cashed = the x3050 check 8 the + customer 3 but = the x3051 reception 2 noted + the 7 bidder.,Did the cashier cash the check the customer?,Yes,second,three,BenefactiveDoubleObjectConstruction,implausible
8439,The lecturer naged the know-it-all after the boy caught the ball the dog because the jockey presented the socialist.,The 1 lecturer + naged 5 the = know-it-all x3053 after 6 the + boy 3 caught = the x3054 ball 8 the + dog 3 because = the x3055 jockey 1 presented + the 2 socialist.,Did the boy catch the ball the dog?,Yes,second,three,BenefactiveDoubleObjectConstruction,implausible
8440,The blonde isolated the usher after the team chartered the bus the travelers when the interpreter encountered the pediatrician.,The 8 blonde + isolated 1 the = usher x3057 after 9 the + team 4 chartered = the x3058 bus 6 the + travelers 6 when = the x3059 interpreter 6 encountered + the 3 pediatrician.,Did the team charter the bus the travelers?,Yes,second,three,BenefactiveDoubleObjectConstruction,implausible
8441,The barkeeper infuriated the commander and the entertainer seduced the despot but the maid cleaned the rooms the siblings.,The 3 barkeeper + infuriated 1 the = commander x3061 and 9 the + entertainer 8 seduced = the x3062 despot 3 but + the 3 maid = cleaned x3063 the 5 rooms + the 6 siblings.,Did the maid clean the rooms the siblings?,Yes,third,three,BenefactiveDoubleObjectConstruction,implausible
8442,The hero singed the sherpa and the litigator yelled the patrolman when the researcher compiled the report the team.,The 7 hero + singed 5 the = sherpa x3065 and 1 the + litigator 9 yelled = the x3066 patrolman 2 when + the 8 researcher = compiled x3067 the 7 report + the 1 team.,Did the researcher compile the report the team?,Yes,third,three,BenefactiveDoubleObjectConstruction,implausible
8443,The busdriver fighted the proofreader and the translator accused the venture because the chef cooked the dinner the family.,The 9 busdriver + fighted 3 the = proofreader x3069 and 8 the + translator 5 accused = the x3070 venture 7 because + the 8 chef = cooked x3071 the 8 dinner + the 3 family.,Did the chef cook the dinner the family?,Yes,third,three,BenefactiveDoubleObjectConstruction,implausible
8444,The pacifist reimbursed the venture and the invader mocked the clown after the tailor cut the fabric the friend.,The 2 pacifist + reimbursed 9 the = venture x3073 and 8 the + invader 6 mocked = the x3074 clown 5 after + the 5 tailor = cut x3075 the 2 fabric + the 3 friend.,Did the tailor cut the fabric the friend?,Yes,third,three,BenefactiveDoubleObjectConstruction,implausible
8445,The signatory targeted the delivery but the bookbinder encountered the entomologist and the designer designed the website the brother.,The 3 signatory + targeted 7 the = delivery x3077 but 4 the + bookbinder 9 encountered = the x3078 entomologist 3 and + the 9 designer = designed x3079 the 1 website + the 3 brother.,Did the designer design the website the brother?,Yes,third,three,BenefactiveDoubleObjectConstruction,implausible
8446,The millionnaire reimbursed the girlfriend but the obstetrician rushed the administrator when the engineers developed the software the company.,The 8 millionnaire + reimbursed 2 the = girlfriend x3081 but 2 the + obstetrician 3 rushed = the x3082 administrator 4 when + the 4 engineers = developed x3083 the 5 software + the 9 company.,Did the engineers develop the software the company?,Yes,third,three,BenefactiveDoubleObjectConstruction,implausible
8447,The drummer encountered the grocer but the geneticist identified the cobbler because the employee earned the bonus the colleague.,The 5 drummer + encountered 6 the = grocer x3085 but 6 the + geneticist 1 identified = the x3086 cobbler 6 because + the 5 employee = earned x3087 the 5 bonus + the 1 colleague.,Did the employee earn the bonus the colleague?,Yes,third,three,BenefactiveDoubleObjectConstruction,implausible
8448,The opponent ruined the stenographer but the panhandler perplexed the coroner after the owner got the toy the cat.,The 7 opponent + ruined 7 the = stenographer x3089 but 1 the + panhandler 9 perplexed = the x3090 coroner 2 after + the 9 owner = got x3091 the 2 toy + the 3 cat.,Did the owner get the toy the cat?,Yes,third,three,BenefactiveDoubleObjectConstruction,implausible
8449,The skier stared the porter when the spaniard tailgated the bodyguard and the master grilled the vegetables the friends.,The 7 skier + stared 7 the = porter x3093 when 1 the + spaniard 1 tailgated = the x3094 bodyguard 8 and + the 1 master = grilled x3095 the 8 vegetables + the 9 friends.,Did the master grill the vegetables the friends?,Yes,third,three,BenefactiveDoubleObjectConstruction,implausible
8450,The milkman wounded the landlady when the football exhausted the character but the gardeners grew the garden the community.,The 7 milkman + wounded 7 the = landlady x3097 when 4 the + football 1 exhausted = the x3098 character 7 but + the 5 gardeners = grew x3099 the 3 garden + the 5 community.,Did the gardeners grow the garden the community?,Yes,third,three,BenefactiveDoubleObjectConstruction,implausible
8451,The violinist compensated the cabinetmaker when the psychic accused the italian because the boy knitted the robe the patient.,The 5 violinist + compensated 4 the = cabinetmaker x3101 when 9 the + psychic 4 accused = the x3102 italian 3 because + the 3 boy = knitted x3103 the 5 robe + the 4 patient.,Did the boy knit the robe the patient?,Yes,third,three,BenefactiveDoubleObjectConstruction,implausible
8452,The surgeon mystified the german when the suspect nominated the paleontologist after the owner kept the bone the dog.,The 4 surgeon + mystified 1 the = german x3105 when 5 the + suspect 1 nominated = the x3106 paleontologist 5 after + the 4 owner = kept x3107 the 2 bone + the 7 dog.,Did the owner keep the bone the dog?,Yes,third,three,BenefactiveDoubleObjectConstruction,implausible
8453,The benefactor fighted the outsider because the percussionist awakened the cheerleader and the chef made the cake the children.,The 4 benefactor + fighted 3 the = outsider x3109 because 1 the + percussionist 3 awakened = the x3110 cheerleader 1 and + the 5 chef = made x3111 the 2 cake + the 4 children.,Did the chef make the cake the children?,Yes,third,three,BenefactiveDoubleObjectConstruction,implausible
8454,The peace-lover related the bookbinder because the veterinarian infected the medic but the customer ordered the meal the waiter.,The 8 peace-lover + related 1 the = bookbinder x3113 because 8 the + veterinarian 5 infected = the x3114 medic 1 but + the 1 customer = ordered x3115 the 6 meal + the 8 waiter.,Did the customer order the meal the waiter?,Yes,third,three,BenefactiveDoubleObjectConstruction,implausible
8455,The authorities reimbursed the coward because the organist nudged the co-worker when the painter painted the portrait the niece.,The 5 authorities + reimbursed 9 the = coward x3117 because 8 the + organist 2 nudged = the x3118 co-worker 7 when + the 7 painter = painted x3119 the 5 portrait + the 7 niece.,Did the painter paint the portrait the niece?,Yes,third,three,BenefactiveDoubleObjectConstruction,implausible
8456,The know-it-all misinformed the collaborator because the welder recognized the heiress after the florist picked the flowers the friend.,The 3 know-it-all + misinformed 4 the = collaborator x3121 because 6 the + welder 8 recognized = the x3122 heiress 1 after + the 2 florist = picked x3123 the 8 flowers + the 1 friend.,Did the florist pick the flowers the friend?,Yes,third,three,BenefactiveDoubleObjectConstruction,implausible
8457,The cartographer snubed the senior after the grandfather extoled the nobleman and the chef prepared the feast the guests.,The 5 cartographer + snubed 9 the = senior x3125 after 9 the + grandfather 2 extoled = the x3126 nobleman 6 and + the 8 chef = prepared x3127 the 3 feast + the 9 guests.,Did the chef prepare the feast the guests?,Yes,third,three,BenefactiveDoubleObjectConstruction,implausible
8458,The doomsayer undermined the baroness after the weaver rushed the conservator but the landlord rented the apartment the cousin.,The 7 doomsayer + undermined 1 the = baroness x3129 after 2 the + weaver 6 rushed = the x3130 conservator 9 but + the 3 landlord = rented x3131 the 3 apartment + the 8 cousin.,Did the landlord rent the apartment the cousin?,Yes,third,three,BenefactiveDoubleObjectConstruction,implausible
8459,The skater vexed the valet after the pensioner scared the usher because the theatergoer reserved the seats the parents.,The 5 skater + vexed 3 the = valet x3133 after 4 the + pensioner 6 scared = the x3134 usher 9 because + the 7 theatergoer = reserved x3135 the 4 seats + the 9 parents.,Did the theatergoer reserve the seats the parents?,Yes,third,three,BenefactiveDoubleObjectConstruction,implausible
8460,The canadian fascinated the equestrian after the accuser commended the meatpacker when the dad rolled the ball the children.,The 3 canadian + fascinated 9 the = equestrian x3137 after 1 the + accuser 5 commended = the x3138 meatpacker 7 when + the 5 dad = rolled x3139 the 2 ball + the 4 children.,Did the dad roll the ball the children?,Yes,third,three,BenefactiveDoubleObjectConstruction,implausible
